id,Country,Year,Species,Classification,Cluster,sul2,aph(3'')-Ib,aph(6)-Id,tet(B),catA2,aph(6)-Id*,aph(3'')-Ib*,blaBRO-1,blaBRO-2,blaBRO-1*,blaBRO-1^,blaBRO-2*,AG261,AB778,AC411,AE018
SAMEA4622083_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622231_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_71,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622628_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_71,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622548_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_90,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622513_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_18,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621721_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_84,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621192_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_21,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620494_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_85,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621821_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_215,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621598_fa,South Africa,2015,Moraxella catarrhalis,Serosensitive,Serosensitive_63,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621358_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_123,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622239_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_21,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621981_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621923_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4622191_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_72,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620733_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_227,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620594_fa,South Africa,2015,Moraxella catarrhalis,Seroresistant,Seroresistant_229,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622258_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_47,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620321_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_9,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621743_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621590_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622215_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622066_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620797_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621043_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4622013_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4622402_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4621333_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4620438_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4620930_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4620563_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4622001_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_90,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622320_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621062_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621212_fa,South Africa,2014,Moraxella catarrhalis,Serosensitive,Serosensitive_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621552_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620922_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621334_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622054_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621711_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621126_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620531_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620678_fa,South Africa,2014,Moraxella catarrhalis,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621322_fa,South Africa,2015,Moraxella catarrhalis,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621655_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620275_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621720_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_37,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622109_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622156_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620341_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620387_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_28,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620789_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620557_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_85,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620570_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622762_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_152,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622397_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_152,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620526_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_72,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622462_fa,South Africa,2014,Moraxella catarrhalis,Serosensitive,Serosensitive_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620654_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_82,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4622875_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_82,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4622603_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_82,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4620361_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_47,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621955_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_82,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4620458_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_82,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4622431_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_82,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4620498_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_231,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4622036_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621731_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620858_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_72,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620523_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620533_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_230,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622002_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_78,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621380_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620411_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_85,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622413_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_85,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622323_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_111,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622543_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622164_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_33,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622987_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_33,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622141_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_53,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4620530_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_53,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4622859_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621841_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_81,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622247_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_28,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621729_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_168,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620380_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_32,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622751_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621344_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620493_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621385_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_20,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621889_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621890_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621123_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621529_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621924_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_42,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622166_fa,South Africa,2015,Moraxella catarrhalis,Seroresistant,Seroresistant_33,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621519_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622183_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621789_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620801_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620475_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620562_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621001_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_159,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620519_fa,South Africa,2013,Moraxella catarrhalis,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620534_fa,South Africa,2014,Moraxella catarrhalis,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621211_fa,South Africa,2014,Moraxella catarrhalis,Serosensitive,Serosensitive_11,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621429_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_69,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620661_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_56,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620394_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_56,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620405_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_56,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621315_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_48,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620508_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_8,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
SAMEA4621703_fa,South Africa,2014,Moraxella catarrhalis,Serosensitive,Serosensitive_61,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622120_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_63,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620338_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_24,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622797_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_97,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620848_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_97,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622665_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622510_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621204_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620521_fa,South Africa,2013,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620536_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620854_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620512_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621387_fa,South Africa,2014,Moraxella catarrhalis,Seroresistant,Seroresistant_23,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
