id,Country,Year,Species,Classification,Cluster,sul2,aph(3'')-Ib,aph(6)-Id,tet(B),catA2,aph(6)-Id*,aph(3'')-Ib*,blaBRO-1,blaBRO-2,blaBRO-1*,blaBRO-1^,blaBRO-2*,AG261,AB778,AC411,AE018
46736_1#157_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_50,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#218_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
46736_1#285_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent
47195_1#45_fa,United Kingdom,2009,Moraxella catarrhalis,Serosensitive,Serosensitive_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#189_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#23_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#185_fa,Thailand,2008,Moraxella catarrhalis,Seroresistant,Seroresistant_144,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#90_fa,United Kingdom,2020,Moraxella catarrhalis,Serosensitive,Serosensitive_86,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#311_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#95_fa,United Kingdom,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_18,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#215_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#40_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_113,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#344_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#255_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#245_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_18,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#253_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_242,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#297_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#19_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_243,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#106_fa,United Kingdom,2010,Moraxella catarrhalis,Seroresistant,Seroresistant_132,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#374_fa,Thailand,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_91,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#187_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_114,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#95_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_186,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#252_fa,United Kingdom,2010,Moraxella catarrhalis,Seroresistant,Seroresistant_8,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#171_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_115,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#322_fa,Thailand,2008,Moraxella catarrhalis,Serosensitive,Serosensitive_120,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#328_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_257,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#261_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_15,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#338_fa,United Kingdom,2010,Moraxella catarrhalis,Serosensitive,Serosensitive_42,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#288_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#66_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_36,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#81_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_61,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#167_fa,United Kingdom,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent
47195_1#331_fa,United Kingdom,2011,Moraxella catarrhalis,Serosensitive,Serosensitive_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#68_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_17,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#127_fa,Thailand,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_315,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#181_fa,Thailand,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_91,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
46321_1#115_fa,Thailand,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_18,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
47195_1#31_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_237,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#311_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent
46321_2#369_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_45,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#8_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#293_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_193,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#308_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_101,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#31_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent
46358_2#361_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_18,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#42_fa,United Kingdom,2010,Moraxella catarrhalis,Seroresistant,Seroresistant_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent
46321_1#278_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_304,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#245_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_8,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#73_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_183,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#291_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#87_fa,United Kingdom,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#210_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_31,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#273_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_262,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#240_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#316_fa,Cambodia,2019,Moraxella catarrhalis,Serosensitive,Serosensitive_99,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#165_fa,United Kingdom,2020,Moraxella catarrhalis,Serosensitive,Serosensitive_18,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#317_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_28,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#120_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_51,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#28_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_41,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#70_fa,United Kingdom,2010,Moraxella catarrhalis,Seroresistant,Seroresistant_99,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#382_fa,Thailand,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_91,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
46736_1#96_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#263_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_116,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#295_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_196,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#53_fa,United Kingdom,2019,Moraxella catarrhalis,Serosensitive,Serosensitive_43,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#155_fa,United Kingdom,2010,Moraxella catarrhalis,Seroresistant,Seroresistant_20,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#255_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#71_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_77,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#299_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#308_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#109_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_41,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#313_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_18,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#349_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_185,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#187_fa,United Kingdom,2011,Moraxella catarrhalis,Serosensitive,Serosensitive_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#189_fa,United Kingdom,2011,Moraxella catarrhalis,Serosensitive,Serosensitive_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#179_fa,United Kingdom,2019,Moraxella catarrhalis,Serosensitive,Serosensitive_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#91_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_112,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#336_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_195,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#145_fa,Thailand,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_203,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#19_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#283_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_45,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#97_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_110,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#254_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_49,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#145_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_77,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
46358_2#129_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_287,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#41_fa,United Kingdom,2009,Moraxella catarrhalis,Serosensitive,Serosensitive_9,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#109_fa,United Kingdom,2009,Moraxella catarrhalis,Serosensitive,Serosensitive_85,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#111_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_176,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#323_fa,Cambodia,2019,Moraxella catarrhalis,Atypical 2,Atypical_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#159_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#57_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#306_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#73_fa,United Kingdom,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_234,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#137_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#210_fa,Cambodia,2019,Moraxella catarrhalis,Serosensitive,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#59_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#233_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_100,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#121_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_41,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#341_fa,Cambodia,2019,Moraxella catarrhalis,Serosensitive,Serosensitive_52,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#371_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_117,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#313_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_18,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#259_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#341_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#201_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#135_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#224_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_31,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#302_fa,Thailand,2009,Moraxella catarrhalis,Serosensitive,Serosensitive_122,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#267_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
46736_1#339_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_11,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#325_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_110,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#318_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_40,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#336_fa,Thailand,2008,Moraxella catarrhalis,Seroresistant,Seroresistant_194,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#107_fa,United Kingdom,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_20,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#101_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_51,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#253_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_27,Present,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#27_fa,Cambodia,2019,Moraxella catarrhalis,Atypical 1,Atypical_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#177_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#199_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_36,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#217_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_88,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#148_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_100,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#248_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
46321_2#183_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_40,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#159_fa,Thailand,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_309,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#150_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#257_fa,Cambodia,2019,Moraxella catarrhalis,Serosensitive,Serosensitive_50,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
