tsne1D,tsne2D,Standard_Cluster,Membership_Probability,Sample_Name
-6.499841177970133,31.526460408665358,82,0.881142589934626,36983_2#26_plasmid_AB946
-8.852945920856778,-2.759627436933707,71,0.00023478776836475463,36983_2#274_plasmid_AF100
-28.212417406326413,-6.098300493068665,77,1.0,36983_2#313_plasmid_AF100
-27.60556189457615,-4.730457096883662,77,1.0,36983_2#319_plasmid_AF100
-35.236554965628436,23.465898169085005,38,0.7131183949306462,36983_2#323_plasmid_AF100
4.497919374870856,30.834367181895722,67,2.166994626785986e-08,36983_2#323_plasmid_novel_7252eae1d6e12be301dc0056f22092f7
-11.464719816022203,-2.276100723625465,90,0.34276140153663875,36983_2#328_plasmid_AF100
-6.503357495294081,31.51185546710244,82,1.0,36983_2#332_plasmid_AB946
-27.93047248984529,-5.504274463853891,77,1.0,36983_2#334_plasmid_AF100
-6.359171659450829,32.31851259313313,85,0.4655052228385821,36983_2#351_plasmid_AB946
-7.929031361183466,13.714986818232738,74,0.145217691906325,36983_2#362_plasmid_AF098
-35.17453797911691,23.4484938274854,-1,0.0,36983_2#363_plasmid_AF100
4.234354183852808,30.8378840171988,68,1.0,36983_2#363_plasmid_novel_3f8fbf9cc90fca5c329d5bb364c99769
-7.332022150488482,13.742483170464327,70,0.9999998017961493,36983_2#371_plasmid_AF098
4.1864164834165845,30.707217532468476,68,1.0,36983_2#371_plasmid_novel_6d316276eda241ec0fac4a3c8f98d942
-27.70647897134003,-4.9987572349504035,77,1.0,36983_2#372_plasmid_AF100
-15.093995071172918,-3.3149165967618375,54,1.0,36983_2#375_plasmid_AF100
-5.939539073298414,31.817078068041646,78,0.7095637326539923,36983_2#382_plasmid_AB946
-35.23792888671039,23.46544088931142,37,1.0,36983_2#42_plasmid_AF100
4.195686230647002,30.70440462769822,68,1.0,36983_2#42_plasmid_novel_781097c565a2d79af31c589179be2b68
-27.85194899842858,-5.37893564638867,77,1.0,36983_2#47_plasmid_AF100
-35.17453797915972,23.448493827497384,-1,0.0,36983_2#69_plasmid_AF100
4.303957298469864,30.55433988411872,68,1.0,36983_2#69_plasmid_novel_058a9c5c6f0355e99dfddf5ddd1752b6
-35.407751103616086,23.54839501771103,17,1.0,36983_2#74_plasmid_AF100
4.432175488586962,30.869448282787115,67,4.1082276226301975e-09,36983_2#74_plasmid_novel_fcd2fb894595482f23499650f81c4184
-8.206043702004097,13.76174310982064,-1,0.0,36983_2#83_plasmid_AF098
-19.984132443457153,-44.87023529019083,7,1.0,36983_2#96_plasmid_AF100
-27.124010619482313,-5.664298406665701,77,1.0,36983_2#99_plasmid_AF100
-22.485506053326336,8.506788760889368,73,1.0,36984_2#102_plasmid_AF100
-11.43987872377147,-2.3859270485683517,90,1.0,36984_2#109_plasmid_AF100
-25.952144114129503,-3.81323186083569,77,0.9177962965898302,36984_2#110_plasmid_AF100
-21.918284755547027,-45.73630930225215,-1,0.0,36984_2#111_plasmid_AF100
-9.992254364002942,32.3542141970335,49,1.0,36984_2#113_plasmid_AB946
4.982905179573153,2.1906932795417653,9,0.07970997783652799,36984_2#130_plasmid_AE025
-19.731100644257154,-8.01925849381769,44,1.0,36984_2#145_plasmid_AF100
-6.4744476630104355,31.500939086690497,82,1.0,36984_2#155_plasmid_AB946
