alignment	id_run	irods_path	is_paired_read	lane	library_id	library_type	manual_qc	name	npg_run_id	reference	run_uuid	sample_uuid	tag_index	target	total_reads	type
1	46321	/seq/illumina/runs/46/46321/lane1/plex339/46321_1#339.cram	1	1	65991912	pWGS-384	1	46321_1#339	46321_1#339		2cf909e9-9486-5c6c-97ae-cb7fbd6abcbf	4f20c605-6b66-5f95-b797-f7994f6b01c6	339	1	3283190	cram
1	48373	/seq/illumina/runs/48/48373/lane1/plex73/48373_1#73.cram	1	1	70377221	pWGS-384	1	48373_1#73	48373_1#73		1a543cbb-a4da-5a7e-9099-3f583b38ec32	60e325bf-eeb2-5a77-8c9e-3df2f5796dae	73	1	1703694	cram
1	46358	/seq/illumina/runs/46/46358/lane2/plex252/46358_2#252.cram	1	2	65990202	pWGS-384	1	46358_2#252	46358_2#252		9c6b4bb9-5482-5f46-8680-be87994f25d6	1edc78ef-ff5c-53ba-a5e0-284e7ced71fe	252	1	1078394	cram
1	46321	/seq/illumina/runs/46/46321/lane2/plex86/46321_2#86.cram	1	2	65992352	pWGS-384	1	46321_2#86	46321_2#86		44bc495b-929e-59c4-8ebc-59de1561f1fc	6853b887-bb7d-5003-bde8-7480506e2ea2	86	1	1699126	cram
1	46472	/seq/illumina/runs/46/46472/lane2/plex248/46472_2#248.cram	1	2	65995963	pWGS-384	1	46472_2#248	46472_2#248		6e01e1c2-5cf0-51c2-833e-68a7a1f13204	80a3211b-9960-5259-acda-8ed8fbc1b1ac	248	1	1879976	cram
1	46736	/seq/illumina/runs/46/46736/lane1/plex64/46736_1#64.cram	1	1	65993455	pWGS-384	1	46736_1#64	46736_1#64		6584eb46-4a7c-5a42-a826-e7923a678e06	036dbc9e-442a-5a12-9e16-e817c4639ea6	64	1	2363826	cram
1	46371	/seq/illumina/runs/46/46371/lane2/plex334/46371_2#334.cram	1	2	65991096	pWGS-384	1	46371_2#334	46371_2#334		5d17d088-11fd-51dc-bbf2-4bb4b7f43139	04d8b26b-40b1-5c21-a059-d2b019918221	334	1	16332112	cram
1	46321	/seq/illumina/runs/46/46321/lane2/plex166/46321_2#166.cram	1	2	65992357	pWGS-384	1	46321_2#166	46321_2#166		e29f47cb-8930-5f06-8260-035f71fe67cb	8a099971-2f31-5d98-bf11-27b1afd9d7c8	166	1	2409670	cram
1	46371	/seq/illumina/runs/46/46371/lane1/plex105/46371_1#105.cram	1	1	65991657	pWGS-384	1	46371_1#105	46371_1#105		fc971047-ba06-517e-b174-895de63ab404	719b668d-de49-5bc4-b21f-c1fda5a7893d	105	1	19036630	cram
1	46358	/seq/illumina/runs/46/46358/lane2/plex245/46358_2#245.cram	1	2	65990034	pWGS-384	1	46358_2#245	46358_2#245		55bc3940-8a3c-5e93-aa7f-7148b6ec4b85	c9eeaa4e-0634-555f-8444-b91a0a829cd8	245	1	1778492	cram
1	46358	/seq/illumina/runs/46/46358/lane2/plex79/46358_2#79.cram	1	2	65990263	pWGS-384	1	46358_2#79	46358_2#79		60efb5d3-add9-5536-bd16-4ccc81b1366e	0e202251-9ee6-5d7d-b95d-8fbd66385c84	79	1	2220854	cram
1	48373	/seq/illumina/runs/48/48373/lane1/plex74/48373_1#74.cram	1	1	70377245	pWGS-384	1	48373_1#74	48373_1#74		75c7d55f-2e53-5a2c-9a84-4bb56b108eba	e05504ad-d0fb-5e23-8a73-15ac37607825	74	1	1336058	cram
1	46472	/seq/illumina/runs/46/46472/lane2/plex126/46472_2#126.cram	1	2	65996099	pWGS-384	1	46472_2#126	46472_2#126		ca253827-d21c-5596-b085-4315f8fb5356	93699226-1b07-5c72-848e-f0679d49436b	126	1	1789108	cram
1	46736	/seq/illumina/runs/46/46736/lane1/plex115/46736_1#115.cram	1	1	65993147	pWGS-384	1	46736_1#115	46736_1#115		4528a076-fa18-5948-a179-7fcfd83e55e9	5bb411bb-e414-5700-9d07-6ccae78e64ad	115	1	2288096	cram
1	46736	/seq/illumina/runs/46/46736/lane1/plex122/46736_1#122.cram	1	1	65993315	pWGS-384	1	46736_1#122	46736_1#122		1472eb18-90b0-5c2d-adeb-14b6c9341ece	4f5366c4-cacb-5fea-882f-d48e4a9d2d31	122	1	2042894	cram
1	47195	/seq/illumina/runs/47/47195/lane1/plex308/47195_1#308.cram	1	1	67518471	pWGS-384	1	47195_1#308	47195_1#308		d495cf22-49d5-52ce-8fcc-c2189e5f2999	936b826d-9213-5b67-85d9-3c46471ea5c6	308	1	3474244	cram
1	46371	/seq/illumina/runs/46/46371/lane4/plex47/46371_4#47.cram	1	4	65993046	pWGS-384	1	46371_4#47	46371_4#47		52b42338-a5bd-55c4-85e6-89fa859e520b	3312fa51-6443-560b-a5be-e2afa0fb66bb	47	1	9810386	cram
1	46872	/seq/illumina/runs/46/46872/lane1/plex9/46872_1#9.cram	1	1	65993668	pWGS-384	1	46872_1#9	46872_1#9		d3145dd0-cac4-57f1-9540-28a36a408086	767d0c07-e27b-5f4c-ae9e-b88c21236dbd	9	1	1446276	cram
1	48373	/seq/illumina/runs/48/48373/lane1/plex304/48373_1#304.cram	1	1	70377403	pWGS-384	1	48373_1#304	48373_1#304		1de9b237-0568-57a2-af43-fb61c651232c	9fb0ce0a-8d3a-5399-b18d-dc609314355a	304	1	1546114	cram
1	46371	/seq/illumina/runs/46/46371/lane3/plex133/46371_3#133.cram	1	3	65990795	pWGS-384	1	46371_3#133	46371_3#133		ccff93ef-3f89-5d23-a32a-bd23495656f9	77c45e6a-31a9-5fe9-8141-92a334516eca	133	1	15238486	cram
1	46321	/seq/illumina/runs/46/46321/lane2/plex204/46321_2#204.cram	1	2	65992503	pWGS-384	1	46321_2#204	46321_2#204		1963b8c8-f057-5789-a30e-29571c65a3f6	e32b608e-4a24-5984-b9cc-8c5a3a02b8e1	204	1	4204848	cram
1	46371	/seq/illumina/runs/46/46371/lane2/plex157/46371_2#157.cram	1	2	65991372	pWGS-384	1	46371_2#157	46371_2#157		69819682-5ad0-5679-a3b8-79da2c2c6c69	dd0283a9-a688-5723-a2b7-0127869e826a	157	1	18351806	cram
1	46371	/seq/illumina/runs/46/46371/lane4/plex281/46371_4#281.cram	1	4	65992917	pWGS-384	1	46371_4#281	46371_4#281		afc69782-9d30-501a-ba3a-c22149557f54	40558581-0af3-5fc0-8597-1191b55d8da0	281	1	23360554	cram
1	46321	/seq/illumina/runs/46/46321/lane2/plex243/46321_2#243.cram	1	2	65992290	pWGS-384	1	46321_2#243	46321_2#243		0da42996-27bf-53e6-aa82-aae57836c125	a7ef8052-48bb-5c91-86d9-8386c9615844	243	1	1326516	cram
1	46358	/seq/illumina/runs/46/46358/lane2/plex334/46358_2#334.cram	1	2	65990255	pWGS-384	1	46358_2#334	46358_2#334		dde92a28-71a8-55cc-ab33-b7e90c3831c1	fb7bf3c9-a52b-5c55-816c-5e20b7f85540	334	1	3488482	cram
1	46371	/seq/illumina/runs/46/46371/lane2/plex216/46371_2#216.cram	1	2	65991256	pWGS-384	1	46371_2#216	46371_2#216		5d8dec37-7dbd-5797-8612-36665942c38d	18545384-3c04-5f63-a006-3ace96fa642d	216	1	20397536	cram
1	46321	/seq/illumina/runs/46/46321/lane2/plex271/46321_2#271.cram	1	2	65992579	pWGS-384	1	46321_2#271	46321_2#271		c96345f0-6b53-562a-8d0d-da70ef6c6eda	28174477-770e-5514-b3f3-6d80fe098936	271	1	3276344	cram
1	46872	/seq/illumina/runs/46/46872/lane1/plex103/46872_1#103.cram	1	1	65993626	pWGS-384	1	46872_1#103	46872_1#103		5ad21d2b-7ebb-5772-8d97-b7ff1755a4b8	1c207241-929e-5e0d-9cdd-ad78bd89a4e4	103	1	3585934	cram
1	46371	/seq/illumina/runs/46/46371/lane1/plex245/46371_1#245.cram	1	1	65991570	pWGS-384	1	46371_1#245	46371_1#245		ddb65553-366b-5cb6-a4ec-e34923f23a78	2f13936a-99b2-5e56-bc48-4c31d4cc4761	245	1	22296934	cram
1	46736	/seq/illumina/runs/46/46736/lane1/plex96/46736_1#96.cram	1	1	65993457	pWGS-384	1	46736_1#96	46736_1#96		ebfc1490-05ca-5bbb-b84c-32f02838824d	54e12500-7228-549d-a94b-8b28387073e4	96	1	1936948	cram
1	46321	/seq/illumina/runs/46/46321/lane1/plex54/46321_1#54.cram	1	1	65991966	pWGS-384	1	46321_1#54	46321_1#54		5b143ed9-4315-58d3-8052-287b068db9b1	5a2f8024-5c4a-5093-bd0b-92451f4c5609	54	1	2474954	cram
1	46321	/seq/illumina/runs/46/46321/lane1/plex278/46321_1#278.cram	1	1	65991980	pWGS-384	1	46321_1#278	46321_1#278		ace33352-e2ff-5e1d-9a5b-1f2132774f4f	5c6694be-d690-5927-ad1a-a2ff5f8fef23	278	1	2938388	cram
1	46736	/seq/illumina/runs/46/46736/lane1/plex313/46736_1#313.cram	1	1	65993208	pWGS-384	1	46736_1#313	46736_1#313		e75e65b3-a45f-528b-8ce7-3ceff2becbd2	64474045-2615-5c99-b7f2-cc499a5ce0a7	313	1	2122878	cram
1	46371	/seq/illumina/runs/46/46371/lane1/plex218/46371_1#218.cram	1	1	65991688	pWGS-384	1	46371_1#218	46371_1#218		3305ecf0-dfcc-5e0c-b488-f7e1ae95eff6	6b722b28-b0c1-5a22-896e-c640c3c668bc	218	1	12615696	cram
1	46371	/seq/illumina/runs/46/46371/lane1/plex183/46371_1#183.cram	1	1	65991614	pWGS-384	1	46371_1#183	46371_1#183		cb000c58-3166-503e-8a53-44af81307e47	8b8ed8a8-09be-5fa7-890e-a563a31a76e2	183	1	18428130	cram
1	46371	/seq/illumina/runs/46/46371/lane3/plex257/46371_3#257.cram	1	3	65990707	pWGS-384	1	46371_3#257	46371_3#257		7f1a8f62-263b-5e2c-b384-066e84982ee9	cf083b6b-0ef4-5a77-b4f9-c4fd356a1bbc	257	1	22157250	cram
1	46371	/seq/illumina/runs/46/46371/lane3/plex95/46371_3#95.cram	1	3	65991032	pWGS-384	1	46371_3#95	46371_3#95		baa8c529-ddde-533c-bc9d-11b044156660	7af6847e-173a-5a94-8389-eda86af2a8a0	95	1	17285212	cram
1	46371	/seq/illumina/runs/46/46371/lane3/plex212/46371_3#212.cram	1	3	65990776	pWGS-384	1	46371_3#212	46371_3#212		22c652ba-d43e-5915-9781-e4e9799137c3	b120367d-f05b-52ce-a3ae-8b42584e434e	212	1	17801658	cram
1	47195	/seq/illumina/runs/47/47195/lane1/plex137/47195_1#137.cram	1	1	67518459	pWGS-384	1	47195_1#137	47195_1#137		e644e755-7f02-5dac-9d1b-c1fd545472db	aca9706a-029b-570f-ac6a-f791a872cf97	137	1	3628680	cram
1	46371	/seq/illumina/runs/46/46371/lane1/plex260/46371_1#260.cram	1	1	65991547	pWGS-384	1	46371_1#260	46371_1#260		108d5e30-c66e-5511-9f3c-884b5dc0b7e8	29732003-e469-56da-a302-4d737e631635	260	1	13252840	cram
1	46371	/seq/illumina/runs/46/46371/lane1/plex353/46371_1#353.cram	1	1	65991745	pWGS-384	1	46371_1#353	46371_1#353		c21e9257-2bb8-5055-a78b-70f5ce647d9c	5748e4c9-4303-54ea-8613-07e6c07c7bdc	353	1	21363888	cram
1	46321	/seq/illumina/runs/46/46321/lane2/plex320/46321_2#320.cram	1	2	65992606	pWGS-384	1	46321_2#320	46321_2#320		981b1709-4a7d-5a4a-9ff4-864826226e00	0963ab14-2a89-556a-8d9b-e02ac55e2719	320	1	2271236	cram
1	46321	/seq/illumina/runs/46/46321/lane2/plex339/46321_2#339.cram	1	2	65992296	pWGS-384	1	46321_2#339	46321_2#339		c8c3e810-402e-5b1d-aabd-80cb4653675e	560a99b5-f41f-5d49-adaf-0e6e9fae9776	339	1	1396078	cram
1	46358	/seq/illumina/runs/46/46358/lane2/plex350/46358_2#350.cram	1	2	65990256	pWGS-384	1	46358_2#350	46358_2#350		05613760-3639-5d46-b71f-ca79a26df64a	e35cbc6e-fa79-59f9-bc69-bf2e85c2ab5b	350	1	1305722	cram
1	46371	/seq/illumina/runs/46/46371/lane1/plex357/46371_1#357.cram	1	1	65991841	pWGS-384	1	46371_1#357	46371_1#357		7dac4521-6976-5ed6-a2bf-66879ed129ae	28c14cb4-2b86-5e50-bc4a-cce2432db6b3	357	1	24856500	cram
1	46472	/seq/illumina/runs/46/46472/lane2/plex274/46472_2#274.cram	1	2	65995821	pWGS-384	1	46472_2#274	46472_2#274		9dfab38f-1e47-5ef1-9214-b7651b30e8ce	3f715558-66e6-5243-8b9f-7f8c8e4b8f9b	274	1	1804582	cram
1	46358	/seq/illumina/runs/46/46358/lane2/plex368/46358_2#368.cram	1	2	65990305	pWGS-384	1	46358_2#368	46358_2#368		f6e3ccd0-40b3-5056-8c4b-e632da41bd90	982e8fd2-abef-5f22-a166-0ea7e5e2db2b	368	1	3659132	cram
1	46371	/seq/illumina/runs/46/46371/lane1/plex124/46371_1#124.cram	1	1	65991730	pWGS-384	1	46371_1#124	46371_1#124		a369d3d4-6456-5969-9648-386f8bebb510	c2c2f28c-fc80-51d0-a6f5-2f755c988615	124	1	19911518	cram
1	46371	/seq/illumina/runs/46/46371/lane2/plex51/46371_2#51.cram	1	2	65991126	pWGS-384	1	46371_2#51	46371_2#51		18f87ca8-3d3a-596a-b26d-c7c7c6b0952e	32311c47-d7a3-5c45-8d1a-86f12b1b8b1d	51	1	20005364	cram
1	46321	/seq/illumina/runs/46/46321/lane2/plex321/46321_2#321.cram	1	2	65992247	pWGS-384	1	46321_2#321	46321_2#321		00401619-e57b-516f-8df7-7c51c238150d	3e33f389-628c-5fb1-9323-20a13378321b	321	1	2919486	cram
1	46371	/seq/illumina/runs/46/46371/lane2/plex192/46371_2#192.cram	1	2	65991446	pWGS-384	1	46371_2#192	46371_2#192		51d30461-f4d4-5843-9884-94baa703fe59	4611a3dd-a8e3-5627-bfff-88625c200a35	192	1	17880396	cram
1	46371	/seq/illumina/runs/46/46371/lane2/plex300/46371_2#300.cram	1	2	65991357	pWGS-384	1	46371_2#300	46371_2#300		20162975-8f1b-55b6-a2e1-81f9509592ce	7b718ffa-1758-5daa-bc60-d12eaa1fbd93	300	1	15599300	cram
1	46371	/seq/illumina/runs/46/46371/lane3/plex96/46371_3#96.cram	1	3	65991056	pWGS-384	1	46371_3#96	46371_3#96		46399735-c1e1-5533-b5b8-7994277416dd	d6766d6b-82c7-5e34-8af3-36f9111162a5	96	1	13642310	cram
1	46371	/seq/illumina/runs/46/46371/lane3/plex82/46371_3#82.cram	1	3	65990720	pWGS-384	1	46371_3#82	46371_3#82		f073cfe1-0917-5d3e-af03-7a3ecb8d3662	32fdd504-cef0-56af-b50b-5913b902d355	82	1	19152902	cram
1	46358	/seq/illumina/runs/46/46358/lane2/plex219/46358_2#219.cram	1	2	65990176	pWGS-384	1	46358_2#219	46358_2#219		7b39f41c-c8b6-5949-870d-a8e3d192962d	c8b8b79a-122e-58c3-ab11-c507a15a12b6	219	1	2137852	cram
1	47195	/seq/illumina/runs/47/47195/lane1/plex311/47195_1#311.cram	1	1	67518543	pWGS-384	1	47195_1#311	47195_1#311		a2d6dab1-e826-5fd5-9a49-604fbe19a1c4	765bf285-1672-5c7f-9d89-8c028496b3fc	311	1	1539520	cram
1	46472	/seq/illumina/runs/46/46472/lane2/plex343/46472_2#343.cram	1	2	65995945	pWGS-384	1	46472_2#343	46472_2#343		327dc27b-883b-5781-b211-4fdffddfc47e	d687ce89-b0e9-5428-98ff-214a903f8e8a	343	1	2911170	cram
1	46358	/seq/illumina/runs/46/46358/lane2/plex39/46358_2#39.cram	1	2	65990069	pWGS-384	1	46358_2#39	46358_2#39		79d4a1c3-a153-5a5f-87df-8cf6e5e56d80	f34983d4-8a19-5894-8bfe-574adbc8ccc7	39	1	2114334	cram
1	46358	/seq/illumina/runs/46/46358/lane2/plex318/46358_2#318.cram	1	2	65990254	pWGS-384	1	46358_2#318	46358_2#318		7c8bd2ad-b62c-588d-a577-e74fd177dc12	6199285d-a171-54f4-8b9d-ab2351061273	318	1	1914122	cram
1	47195	/seq/illumina/runs/47/47195/lane1/plex8/47195_1#8.cram	1	1	67518427	pWGS-384	1	47195_1#8	47195_1#8		e2c01437-8fd3-50d2-bfdf-0939dd2499d0	803e4467-b5f1-5a86-a988-d5bdf62ccbdf	8	1	1511904	cram
1	46371	/seq/illumina/runs/46/46371/lane1/plex282/46371_1#282.cram	1	1	65991692	pWGS-384	1	46371_1#282	46371_1#282		e2ca862d-f6ef-5f61-a3f9-f8398bdf255c	66acae72-4081-5306-9465-e551881286b8	282	1	16780870	cram
1	46472	/seq/illumina/runs/46/46472/lane2/plex370/46472_2#370.cram	1	2	65995947	pWGS-384	1	46472_2#370	46472_2#370		a5a11a97-029a-5e1e-ad3a-6d70dbbeef87	73602008-71a1-51b8-88f3-85d103dd0f5e	370	1	2411658	cram
1	47195	/seq/illumina/runs/47/47195/lane1/plex35/47195_1#35.cram	1	1	67518309	pWGS-384	1	47195_1#35	47195_1#35		3492f6e0-1abe-5e08-9fa9-02568894b054	ce70b536-e519-59c7-bf63-5b3399886810	35	1	4097642	cram
1	46626	/seq/illumina/runs/46/46626/lane1/plex64/46626_1#64.cram	1	1	65990670	pWGS-384	1	46626_1#64	46626_1#64		a4661cc9-48df-52cd-bb70-0afb74eb0a15	c62140be-b3ef-5cbb-91ca-2197d7f467e4	64	1	16897992	cram
1	46371	/seq/illumina/runs/46/46371/lane2/plex303/46371_2#303.cram	1	2	65991429	pWGS-384	1	46371_2#303	46371_2#303		efbb646a-ede2-5562-b4c2-426d770fb55c	2943fa01-5755-5946-8b25-0260d34cd376	303	1	18547734	cram
1	46371	/seq/illumina/runs/46/46371/lane2/plex204/46371_2#204.cram	1	2	65991351	pWGS-384	1	46371_2#204	46371_2#204		e9a2df70-d32d-5256-99c8-877795f9edbe	b90cd6d4-7210-5c20-a646-969a0216ca92	204	1	8379282	cram
1	46472	/seq/illumina/runs/46/46472/lane2/plex115/46472_2#115.cram	1	2	65995835	pWGS-384	1	46472_2#115	46472_2#115		76cc3385-9a99-5df7-9e85-88d13791b0d5	5d660346-81c6-56da-9a6e-c9091e13289a	115	1	1345250	cram
1	46371	/seq/illumina/runs/46/46371/lane1/plex47/46371_1#47.cram	1	1	65991797	pWGS-384	1	46371_1#47	46371_1#47		9deb7a60-8ab5-5832-866e-7fc339d73ef2	c43c70a9-859b-5078-be07-98b4b9f68624	47	1	7768046	cram
1	46371	/seq/illumina/runs/46/46371/lane1/plex221/46371_1#221.cram	1	1	65991760	pWGS-384	1	46371_1#221	46371_1#221		2e07a0c6-fbe0-5851-96f7-817da25b7e19	52a863c2-b4d1-5ad7-a4d9-4b549fdaffb9	221	1	13986738	cram
1	46321	/seq/illumina/runs/46/46321/lane2/plex139/46321_2#139.cram	1	2	65992475	pWGS-384	1	46321_2#139	46321_2#139		8766b6a1-511b-579b-a211-18ce162303b3	a6bb86cb-8007-5ffe-8546-7265bc2525b2	139	1	3010300	cram
1	46321	/seq/illumina/runs/46/46321/lane1/plex368/46321_1#368.cram	1	1	65992225	pWGS-384	1	46321_1#368	46321_1#368		dee72b2a-4630-5423-9456-78b447c4df63	b9a2c6f0-6349-5b1b-872e-cad30ffc6537	368	1	5430806	cram
1	46371	/seq/illumina/runs/46/46371/lane3/plex234/46371_3#234.cram	1	3	65990921	pWGS-384	1	46371_3#234	46371_3#234		cc45be4f-d80b-555b-b384-f2c01d6355a8	3a010aa5-e9be-57e9-99dd-85395d3f3c5d	234	1	13400866	cram
1	46371	/seq/illumina/runs/46/46371/lane2/plex189/46371_2#189.cram	1	2	65991374	pWGS-384	1	46371_2#189	46371_2#189		a661ccb4-5793-568f-859c-9ba1934eac14	a346ba6c-928e-56b0-9477-d45549e7d6f5	189	1	21629532	cram
1	46371	/seq/illumina/runs/46/46371/lane3/plex338/46371_3#338.cram	1	3	65990952	pWGS-384	1	46371_3#338	46371_3#338		b343b557-4a65-5d42-b1c8-2719ee48b67e	a4c61431-73b9-5548-bdb9-bffa3e640bf6	338	1	11551374	cram
1	46358	/seq/illumina/runs/46/46358/lane2/plex82/46358_2#82.cram	1	2	65989952	pWGS-384	1	46358_2#82	46358_2#82		dc0caf37-2e4a-5694-8adf-70e4a8428be7	7d9b2968-7b07-50e8-ae34-7831ceea31f0	82	1	2399390	cram
1	47195	/seq/illumina/runs/47/47195/lane1/plex185/47195_1#185.cram	1	1	67518462	pWGS-384	1	47195_1#185	47195_1#185		6d920e7b-1fbc-5145-bcf0-f7182353167c	dcf8cc09-fab0-591d-a576-3f88069b050a	185	1	3198986	cram
1	48373	/seq/illumina/runs/48/48373/lane1/plex311/48373_1#311.cram	1	1	70377188	pWGS-384	1	48373_1#311	48373_1#311		73cc4c36-e4b0-5310-9a25-1e21f1726826	66063628-3041-5ece-ace1-12c03ca75c53	311	1	2170382	cram
1	46371	/seq/illumina/runs/46/46371/lane3/plex170/46371_3#170.cram	1	3	65990917	pWGS-384	1	46371_3#170	46371_3#170		c3638a1a-3e31-5e75-a57e-1379ed960cef	8aba892f-0939-5484-9f70-f03b04fbec7b	170	1	11132320	cram
