Sample,Isolate,Country,Year,Species,Description,Region
SEANFDS13170967,HINF3016UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170968,HINF3018UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170969,HINF3026UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170970,HINF3028UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170971,HINF3034UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170972,HINF3040UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170973,HINF3042UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170974,HINF3045UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170975,HINF3046UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170976,HINF3047UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170977,HINF3048UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170978,HINF3061UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170979,HINF3063UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170980,HINF3067UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170981,HINF3068UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170982,HINF3074UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170983,HINF3077UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170984,HINF3110UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170985,HINF3119UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170986,HINF3123UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170987,HINF3149UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170988,HINF3154UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170989,HINF3159UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170990,HINF3160UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170991,HINF3162UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170992,HINF3179UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170993,HINF3186UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170994,HINF3195UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170995,HINF3196UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170996,HINF3197UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170997,HINF3200UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170998,HINF3203UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13170999,HINF3205UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171000,HINF3207UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171001,HINF3211UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171002,HINF3214UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171003,HINF3218UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171004,HINF3224UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171005,HINF3227UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171006,HINF3230UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171007,HINF3237UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171008,HINF3247UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171009,HINF3253UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171010,HINF3254UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171011,HINF3255UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171012,HINF3257UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171013,HINF3258UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171014,HINF3259UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171015,HINF3260UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171016,HINF3264UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171017,HINF3270UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171018,HINF3271UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171019,HINF3277UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171020,HINF3285UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171021,HINF3288UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171022,HINF3291UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171023,HINF3293UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171024,HINF3294UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171025,HINF3298UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171026,HINF3309UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171027,HINF3310UHS,United Kingdom,2009,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171028,HINF4002UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171029,HINF4016UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171030,HINF4037UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171031,HINF4039UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171032,HINF4044UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171033,HINF4076UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171034,HINF4077UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171035,HINF4081UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171036,HINF4091UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171037,HINF4110UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171038,HINF4116UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171039,HINF4131UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171040,HINF4138UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171041,HINF4139UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171042,HINF4140UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171043,HINF4151UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171044,HINF4152UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171045,HINF4154UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171046,HINF4157UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171047,HINF4165UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171048,HINF4167UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171049,HINF4171UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171050,HINF4187UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171051,HINF4190UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171052,HINF4193UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171053,HINF4195UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171054,HINF4213UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171055,HINF4226UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171056,HINF4227UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171057,HINF4246UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171058,HINF4250UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171059,HINF4253UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171060,HINF4255UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171061,HINF4263UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171063,HINF4267UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171064,HINF4279UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171065,HINF4291UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171066,HINF4297UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171067,HINF4301UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171068,HINF4305UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171069,HINF4306UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171070,HINF4315UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171071,HINF4331UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171072,HINF4335UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171073,HINF4337UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171074,HINF4345UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171075,HINF4353UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171076,HINF4355UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171077,HINF4367UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171078,HINF4368UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171079,HINF4378UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171080,HINF4379UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171081,HINF4380UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171082,HINF4385UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171083,HINF4387UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171084,HINF4393UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171085,HINF4396UHS,United Kingdom,2010,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171086,HINF5011UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171087,HINF5013UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171088,HINF5015UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171089,HINF5020UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171090,HINF5023UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171091,HINF5027UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171092,HINF5032UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171093,HINF5034UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171094,HINF5039UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171095,HINF5042UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171096,HINF5055UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171097,HINF5058UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171098,HINF5071UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171099,HINF5078UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171100,HINF5079UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171101,HINF5080UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171102,HINF5084UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171103,HINF5102UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171104,HINF5111UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171105,HINF5112UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171106,HINF5118UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171107,HINF5122UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171108,HINF5126UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171109,HINF5130UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171110,HINF5133UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171111,HINF5134UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171112,HINF5135UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171113,HINF5139UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171114,HINF5152UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171115,HINF5155UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171116,HINF5156UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171117,HINF5159UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171118,HINF5162UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171119,HINF5165UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171120,HINF5168UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171121,HINF5175UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171122,HINF5181UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171123,HINF5184UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171124,HINF5185UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171125,HINF5192UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171126,HINF5194UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171127,HINF5199UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171128,HINF5206UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171129,HINF5209UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171130,HINF5219UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171131,HINF5220UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171132,HINF5224UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171133,HINF5227UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171134,HINF5229UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171135,HINF5230UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171136,HINF5233UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171137,HINF5234UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171138,HINF5237UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171139,HINF5238UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171140,HINF5239UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171141,HINF5252UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171142,HINF5254UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171143,HINF5259UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171144,HINF5262UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171145,HINF5265UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171146,HINF5287UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171147,HINF5288UHS,United Kingdom,2011,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171148,HINF13002SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171149,HINF13007SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171150,HINF13013SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171151,HINF13017SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171152,HINF13021SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171153,HINF13024SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171154,HINF13033SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171155,HINF13038SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171156,HINF13042SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171157,HINF13053SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171159,HINF13058SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171160,HINF13061SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171161,HINF13062SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171162,HINF13065SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171163,HINF13076SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171164,HINF13077SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171165,HINF13079SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171166,HINF13088SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171167,HINF13091SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171168,HINF13093SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171169,HINF13094SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171170,HINF13096SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171171,HINF13110SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171172,HINF13112SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171173,HINF13117SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171174,HINF13124SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171175,HINF13125SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171176,HINF13127SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171177,HINF13134SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171178,HINF13139SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171179,HINF13140SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171180,HINF13143SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171181,HINF13146SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171182,HINF13149SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171183,HINF13151SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171184,HINF13164SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171185,HINF13180SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171186,HINF13183SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171187,HINF13188SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171188,HINF13192SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171189,HINF13193SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171190,HINF13196SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171191,HINF13199SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171192,HINF13221SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171193,HINF13224SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171194,HINF13225SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
SEANFDS13171195,HINF13226SOL,United Kingdom,2019,Haemophilus influenzae,Haemophilus influenzae,Hampshire
