Sample,Isolate,Country,Year,Species,Description,Region
SEANFDS13170490,MCAT13375SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170491,MCAT13381SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170492,MCAT13385SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170493,MCAT13389SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170494,MCAT13392SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170495,MCAT13398SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170496,MCAT13405SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170497,MCAT13407SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170498,MCAT13413SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170499,MCAT13416SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170500,MCAT13421SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170501,MCAT13422SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170502,MCAT13423SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170503,MCAT13425SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170504,MCAT13426SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170505,MCAT13427SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170506,MCAT13428SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170507,MCAT13431SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170508,MCAT13433SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170509,MCAT13434SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170510,MCAT13437SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170511,MCAT13438SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170512,MCAT13442SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170513,MCAT13448SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170514,MCAT13454SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170515,MCAT13455SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170516,MCAT13458SOL,United Kingdom,2019,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170517,MCAT14003SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170518,MCAT14007SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170519,MCAT14015SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170520,MCAT14021SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170521,MCAT14029SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170522,MCAT14032SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170523,MCAT14037SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170524,MCAT14044SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170525,MCAT14051SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170526,MCAT14054SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170527,MCAT14063SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170528,MCAT14067SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170529,MCAT14075SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170530,MCAT14082SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170531,MCAT14084SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170532,MCAT14085SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170533,MCAT14093SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170534,MCAT14094SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170535,MCAT14100SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170536,MCAT14101SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170537,MCAT14115SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170538,MCAT14123SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170539,MCAT14129SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170540,MCAT14133SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170541,MCAT14140SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170542,MCAT14145SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170543,MCAT14146SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170544,MCAT14152SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170545,MCAT14153SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170546,MCAT14154SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170547,MCAT14157SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170548,MCAT14158SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170549,MCAT14161SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170550,MCAT14162SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170551,MCAT14164SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170552,MCAT14169SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170553,MCAT14170SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170554,MCAT14171SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170555,MCAT14175SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170556,MCAT14179SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170557,MCAT14180SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170558,MCAT14182SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170559,MCAT14190SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170560,MCAT14192SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170561,MCAT14196SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170562,MCAT14198SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170563,MCAT14201SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170564,MCAT14205SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170565,MCAT14216SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170566,MCAT14217SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170567,MCAT14221SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170568,MCAT14225SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170569,MCAT14226SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170570,MCAT14230SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170571,MCAT14237SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170572,MCAT14239SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170573,MCAT14240SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170574,MCAT14243SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170575,MCAT14246SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170576,MCAT14251SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170577,MCAT14254SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170578,MCAT14258SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170579,MCAT14264SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170580,MCAT14267SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170581,MCAT14270SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170583,MCAT14271SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170584,MCAT14273SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170585,MCAT14278SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170586,MCAT14279SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170587,MCAT14291SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170588,MCAT14293SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170589,MCAT14296SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170590,MCAT14302SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170591,MCAT14303SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170592,MCAT14306SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170593,MCAT14309SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170594,MCAT14312SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170595,MCAT14316SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170596,MCAT14317SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170597,MCAT14324SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170598,MCAT14326SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170599,MCAT14337SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170600,MCAT14339SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170601,MCAT14343SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170602,MCAT14348SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170603,MCAT14349SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170604,MCAT14359SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170605,MCAT14360SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170606,MCAT14362SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170607,MCAT14363SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170608,MCAT14364SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170609,MCAT14365SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170610,MCAT14366SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170611,MCAT14367SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170612,MCAT14369SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170613,MCAT14375SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170614,MCAT14377SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170615,MCAT14378SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170616,MCAT14382SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170617,MCAT14384SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170618,MCAT14387SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170619,MCAT14390SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170620,MCAT14391SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170621,MCAT14392SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170622,MCAT14394SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170623,MCAT14396SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170624,MCAT14398SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170625,MCAT14404SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170626,MCAT14405SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170627,MCAT14410SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170628,MCAT14412SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170629,MCAT14418SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170630,MCAT14426SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170631,MCAT14433SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170632,MCAT14442SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170633,MCAT14445SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170634,MCAT14449SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170635,MCAT14452SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170636,MCAT14454SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170637,MCAT14459SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170638,MCAT14461SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170639,MCAT14462SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170640,MCAT14465SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170641,MCAT14466SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170642,MCAT14467SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170643,MCAT14468SOL,United Kingdom,2020,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170679,MCAT3001UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170680,MCAT3006UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170681,MCAT3010UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170682,MCAT3015UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170683,MCAT3020UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170684,MCAT3022UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170685,MCAT3032UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170686,MCAT3033UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170687,MCAT3037UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170688,MCAT3040UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170689,MCAT3047UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170690,MCAT3050UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170691,MCAT3055UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170692,MCAT3056UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170693,MCAT3058UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170694,MCAT3059UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170695,MCAT3065UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170696,MCAT3067UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170697,MCAT3068UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170698,MCAT3072UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170699,MCAT3076UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170700,MCAT3079UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170701,MCAT3081UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170702,MCAT3086UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170703,MCAT3093UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170704,MCAT3095UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170705,MCAT3098UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170706,MCAT3107UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170707,MCAT3110UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170708,MCAT3111UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170709,MCAT3117UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170710,MCAT3126UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170711,MCAT3131UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170712,MCAT3151UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170713,MCAT3155UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170714,MCAT3156UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170715,MCAT3164UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170716,MCAT3165UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170717,MCAT3171UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170718,MCAT3174UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170719,MCAT3176UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170720,MCAT3181UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170721,MCAT3182UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170722,MCAT3185UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170723,MCAT3191UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170724,MCAT3194UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170725,MCAT3209UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170726,MCAT3218UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170727,MCAT3232UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170728,MCAT3238UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170729,MCAT3241UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170730,MCAT3253UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170731,MCAT3255UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170732,MCAT3258UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170733,MCAT3260UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170734,MCAT3262UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170735,MCAT3263UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170736,MCAT3264UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170737,MCAT3266UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170738,MCAT3267UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170739,MCAT3277UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170740,MCAT3280UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170741,MCAT3284UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170742,MCAT3295UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170743,MCAT3296UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170744,MCAT3297UHS,United Kingdom,2009,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170745,MCAT4001UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170746,MCAT4003UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170747,MCAT4011UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170748,MCAT4015UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170749,MCAT4017UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170750,MCAT4019UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170751,MCAT4023UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170752,MCAT4025UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170753,MCAT4028UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170754,MCAT4031UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170755,MCAT4035UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170756,MCAT4036UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
SEANFDS13170757,MCAT4037UHS,United Kingdom,2010,Moraxella catarrhalis,Moraxella catarrhalis,Hampshire
