run_accession	aligned	altitude	assembly_quality	assembly_software	bam_aspera	bam_bytes	bam_ftp	bam_galaxy	bam_md5	base_count	binning_software	bio_material	bisulfite_protocol	broad_scale_environmental_context	broker_name	cage_protocol	cell_line	cell_type	center_name	checklist	chip_ab_provider	chip_protocol	chip_target	collected_by	collection_date	collection_date_end	collection_date_start	completeness_score	contamination_score	control_experiment	country	cultivar	culture_collection	datahub	depth	description	dev_stage	disease	dnase_protocol	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	experiment_accession	experiment_alias	experiment_target	experiment_title	experimental_factor	experimental_protocol	extraction_protocol	faang_library_selection	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	file_location	first_created	first_public	germline	hi_c_protocol	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_scientific_name	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_gen_protocol	library_layout	library_max_fragment_size	library_min_fragment_size	library_name	library_pcr_isolation_protocol	library_prep_date	library_prep_date_format	library_prep_latitude	library_prep_location	library_prep_longitude	library_selection	library_source	library_strategy	local_environmental_context	location	location_end	location_start	lon	marine_region	mating_type	ncbi_reporting_standard	nominal_length	nominal_sdev	pcr_isolation_protocol	ph	project_name	protocol_label	read_count	read_strand	restriction_enzyme	restriction_enzyme_target_sequence	restriction_site	rna_integrity_num	rna_prep_3_protocol	rna_prep_5_protocol	rna_purity_230_ratio	rna_purity_280_ratio	rt_prep_protocol	age	run_alias	run_date	salinity	sample_accession	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_prep_interval	sample_prep_interval_units	sample_storage	sample_storage_processing	sample_title	sampling_campaign	sampling_platform	sampling_site	scientific_name	secondary_project	secondary_sample_accession	secondary_study_accession	sequencing_date	sequencing_date_format	sequencing_location	sequencing_longitude	sequencing_method	sequencing_primer_catalog	sequencing_primer_lot	sequencing_primer_provider	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	status	strain	study_accession	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_read_type	surveillance_target	tag	target_gene	tax_id	tax_lineage	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	transposase_protocol	variety
ERR3411846										377333900									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435492	SC_EXP_26144_6#50		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/006/ERR3411846/ERR3411846_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/006/ERR3411846/ERR3411846_2.fastq.gz	103046918;116893310	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3411846/ERR3411846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3411846/ERR3411846_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3411846/ERR3411846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/006/ERR3411846/ERR3411846_2.fastq.gz	f195f1c0be3692e02f5a8af59a41436e;1c17ee4906e6b9ebc2a7d8989cb64d50		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520580H:B7							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2498900												SC_RUN_26144_6#50			SAMEA4620931	8931c5aa-207f-11e8-9200-3c4a9275d6c8			DrakHMS7374210						DrakHMS7374210				Moraxella catarrhalis		ERS2441610	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411846/26144_6#50.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411846/26144_6#50.cram.crai	156576747;2443	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411846/26144_6#50.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411846/26144_6#50.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411846/26144_6#50.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411846/26144_6#50.cram.crai		221f5da62f2c772330e542eadb85541e;bc52545b00e456f407b83e880e6b2366			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3904154										300348362									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3914207	SC_EXP_26251_8#79		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/004/ERR3904154/ERR3904154_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/004/ERR3904154/ERR3904154_2.fastq.gz	83325786;88532935	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/004/ERR3904154/ERR3904154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/004/ERR3904154/ERR3904154_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/004/ERR3904154/ERR3904154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/004/ERR3904154/ERR3904154_2.fastq.gz	aef9bba03f5818e0353f7eb31d4a1526;1c285c8a2672cd2bc3540177f76284bd		2020-02-12	2020-02-12														HiSeq X Ten	ILLUMINA				2020-02-12		Standard		PAIRED			DN523790E:G10							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		1989062												SC_RUN_26251_8#79			SAMEA4622114	e6635108-207f-11e8-9200-3c4a9275d6c8			DrakHMS7375391						DrakHMS7375391				Moraxella catarrhalis		ERS2442791	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2380443		fasp.sra.ebi.ac.uk:/vol1/run/ERR390/ERR3904154/26251_8#79.cram	120366828	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904154/26251_8#79.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904154/26251_8#79.cram		32f8ad77f91d18ce2e1fcd5547eeda3f			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3440011										324447056									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3462031	SC_EXP_26270_7#79		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/001/ERR3440011/ERR3440011_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/001/ERR3440011/ERR3440011_2.fastq.gz	93664289;104023303	ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3440011/ERR3440011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3440011/ERR3440011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3440011/ERR3440011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3440011/ERR3440011_2.fastq.gz	9d92823df5e6a119e0993a05dbaa27e7;55b85258497e8ea486deb30f6d663ad1		2019-07-17	2019-07-17														HiSeq X Ten	ILLUMINA				2019-07-17		Standard		PAIRED			DN523784G:G10							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2148656												SC_RUN_26270_7#79			SAMEA4621729	c96c52b6-207f-11e8-9200-3c4a9275d6c8			DrakHMS7375007						DrakHMS7375007				Moraxella catarrhalis		ERS2442407	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2041030		fasp.sra.ebi.ac.uk:/vol1/run/ERR344/ERR3440011/26270_7#79.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR344/ERR3440011/26270_7#79.cram.crai	137734975;2033	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR344/ERR3440011/26270_7#79.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR344/ERR3440011/26270_7#79.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR344/ERR3440011/26270_7#79.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR344/ERR3440011/26270_7#79.cram.crai		4a4e4489c1c4ed1e3fc9758c9eef9a3d;104b94476f24de362074fd8d06a095a4			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411848										337659858									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435494	SC_EXP_26144_6#52		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/008/ERR3411848/ERR3411848_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/008/ERR3411848/ERR3411848_2.fastq.gz	92485203;105116625	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3411848/ERR3411848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3411848/ERR3411848_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3411848/ERR3411848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/008/ERR3411848/ERR3411848_2.fastq.gz	d1208df3077bb7f7e8b7825b02e34c4f;873e7f7d3450c1269ad89d30c84c535d		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520580H:D7							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2236158												SC_RUN_26144_6#52			SAMEA4620933	894b7bee-207f-11e8-9200-3c4a9275d6c8			DrakHMS7374212						DrakHMS7374212				Moraxella catarrhalis		ERS2441612	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411848/26144_6#52.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411848/26144_6#52.cram.crai	140856892;2165	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411848/26144_6#52.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411848/26144_6#52.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411848/26144_6#52.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411848/26144_6#52.cram.crai		f2057cf5f3920ca2f6ac24bc1c4310d9;e883b6421bdaed147b015442d2af7c8b			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3904158										236819038									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3914211	SC_EXP_26251_8#83		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/008/ERR3904158/ERR3904158_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/008/ERR3904158/ERR3904158_2.fastq.gz	66330037;71561159	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/008/ERR3904158/ERR3904158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/008/ERR3904158/ERR3904158_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/008/ERR3904158/ERR3904158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/008/ERR3904158/ERR3904158_2.fastq.gz	065299800d6df35261f6bc7b72e49739;d64a527a78d537695aa35e9bc84bf36b		2020-02-12	2020-02-12														HiSeq X Ten	ILLUMINA				2020-02-12		Standard		PAIRED			DN523790E:C11							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		1568338												SC_RUN_26251_8#83			SAMEA4622118	e69f4a78-207f-11e8-9200-3c4a9275d6c8			DrakHMS7375395						DrakHMS7375395				Moraxella catarrhalis		ERS2442795	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2380443		fasp.sra.ebi.ac.uk:/vol1/run/ERR390/ERR3904158/26251_8#83.cram	96634153	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904158/26251_8#83.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904158/26251_8#83.cram		842da68f84c7e5b6c3da3f48188d9779			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411854										323631354									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435500	SC_EXP_26144_6#58		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/004/ERR3411854/ERR3411854_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/004/ERR3411854/ERR3411854_2.fastq.gz	88520069;100923790	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3411854/ERR3411854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3411854/ERR3411854_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3411854/ERR3411854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/004/ERR3411854/ERR3411854_2.fastq.gz	828501d990ea29e4542abff208a82af3;2ef469a5bcf3959b784303924a029730		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520580H:B8							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2143254												SC_RUN_26144_6#58			SAMEA4620939	899b8382-207f-11e8-9200-3c4a9275d6c8			DrakHMS7374218						DrakHMS7374218				Moraxella catarrhalis		ERS2441618	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411854/26144_6#58.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411854/26144_6#58.cram.crai	135169777;2075	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411854/26144_6#58.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411854/26144_6#58.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411854/26144_6#58.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411854/26144_6#58.cram.crai		d1438dfc0168b30a1a3e5b21762e0c8c;d68a10527c1c4b69ec49d1fd423a96a4			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3904167										241759758									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3914220	SC_EXP_26251_8#92		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/007/ERR3904167/ERR3904167_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/007/ERR3904167/ERR3904167_2.fastq.gz	67697864;73464834	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/007/ERR3904167/ERR3904167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/007/ERR3904167/ERR3904167_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/007/ERR3904167/ERR3904167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/007/ERR3904167/ERR3904167_2.fastq.gz	06c168315984398a7050d80587cac468;cf76eead49288036d3bb2da77fff0fe0		2020-02-12	2020-02-12														HiSeq X Ten	ILLUMINA				2020-02-12		Standard		PAIRED			DN523790E:D12							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		1601058												SC_RUN_26251_8#92			SAMEA4622127	e721a4fa-207f-11e8-9200-3c4a9275d6c8			DrakHMS7375404						DrakHMS7375404				Moraxella catarrhalis		ERS2442804	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2380443		fasp.sra.ebi.ac.uk:/vol1/run/ERR390/ERR3904167/26251_8#92.cram	98962555	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904167/26251_8#92.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904167/26251_8#92.cram		a83ef19f31d23550db5ded45ce5c0ba8			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3440012										374991588									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3462032	SC_EXP_26270_7#80		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/002/ERR3440012/ERR3440012_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/002/ERR3440012/ERR3440012_2.fastq.gz	107373066;118904652	ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3440012/ERR3440012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3440012/ERR3440012_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3440012/ERR3440012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3440012/ERR3440012_2.fastq.gz	fa713c53b8b50fc3f3221a0bd1fa0607;f3396588aac7f39e71356b9b24152e86		2019-07-17	2019-07-17														HiSeq X Ten	ILLUMINA				2019-07-17		Standard		PAIRED			DN523784G:H10							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2483388												SC_RUN_26270_7#80			SAMEA4621730	c97a11f8-207f-11e8-9200-3c4a9275d6c8			DrakHMS7375008						DrakHMS7375008				Moraxella catarrhalis		ERS2442408	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2041030		fasp.sra.ebi.ac.uk:/vol1/run/ERR344/ERR3440012/26270_7#80.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR344/ERR3440012/26270_7#80.cram.crai	158060863;2369	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR344/ERR3440012/26270_7#80.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR344/ERR3440012/26270_7#80.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR344/ERR3440012/26270_7#80.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR344/ERR3440012/26270_7#80.cram.crai		47277a4056d7b2ad90a7d13821e688ca;033a8c185d1c0a060a4b47e30778922c			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411902										336508634									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435548	SC_EXP_26144_6#106		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/002/ERR3411902/ERR3411902_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/002/ERR3411902/ERR3411902_2.fastq.gz	91422813;103888215	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3411902/ERR3411902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3411902/ERR3411902_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3411902/ERR3411902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/002/ERR3411902/ERR3411902_2.fastq.gz	5f46d41dc2f80852261f328dfabbd2aa;d3613cbe2aad28ba18a756b1e9040cf2		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520581I:B2							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2228534												SC_RUN_26144_6#106			SAMEA4620987	8fac48b0-207f-11e8-9200-3c4a9275d6c8			DrakHMS7374266						DrakHMS7374266				Moraxella catarrhalis		ERS2441666	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411902/26144_6#106.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411902/26144_6#106.cram.crai	140089488;2160	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411902/26144_6#106.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411902/26144_6#106.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411902/26144_6#106.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411902/26144_6#106.cram.crai		5575155cfb7a3954fc03e0f5431bb968;f636da714d8570fd9e8add4ada6d8eed			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3904177										347104908									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3914230	SC_EXP_26251_8#102		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/007/ERR3904177/ERR3904177_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/007/ERR3904177/ERR3904177_2.fastq.gz	96788287;102956545	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/007/ERR3904177/ERR3904177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/007/ERR3904177/ERR3904177_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/007/ERR3904177/ERR3904177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/007/ERR3904177/ERR3904177_2.fastq.gz	66ff0ad0cb653ab11d053f3e77d91e91;263dfd77caa9ca4a28b9cece8438fdab		2020-02-12	2020-02-12														HiSeq X Ten	ILLUMINA				2020-02-12		Standard		PAIRED			DN523791F:G1							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2298708												SC_RUN_26251_8#102			SAMEA4622138	ea76a060-207f-11e8-9200-3c4a9275d6c8			DrakHMS7375415						DrakHMS7375415				Moraxella catarrhalis		ERS2442815	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2380443		fasp.sra.ebi.ac.uk:/vol1/run/ERR390/ERR3904177/26251_8#102.cram	140163956	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904177/26251_8#102.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904177/26251_8#102.cram		5db7872b5053454462ba80948344afbb			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3411909										408005926									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3435555	SC_EXP_26144_6#113		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/009/ERR3411909/ERR3411909_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR341/009/ERR3411909/ERR3411909_2.fastq.gz	109848499;123025608	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3411909/ERR3411909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3411909/ERR3411909_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3411909/ERR3411909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR341/009/ERR3411909/ERR3411909_2.fastq.gz	f469ca4c25ac365fb2cb196ce55f6939;ae086b3ea0f4444df24d411b0942ebf7		2019-07-02	2019-07-02														HiSeq X Ten	ILLUMINA				2019-07-02		Standard		PAIRED			DN520581I:A3							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2702026												SC_RUN_26144_6#113			SAMEA4620994	8ff8d50e-207f-11e8-9200-3c4a9275d6c8			DrakHMS7374273						DrakHMS7374273				Moraxella catarrhalis		ERS2441673	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2026873		fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411909/26144_6#113.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR341/ERR3411909/26144_6#113.cram.crai	167053824;2626	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411909/26144_6#113.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411909/26144_6#113.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411909/26144_6#113.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR341/ERR3411909/26144_6#113.cram.crai		f9ac8df6091b3e32408d2e4c107616d3;361a1bb9110ba6357f7007e4515138c6			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
