batch_uuid	file_type	file_uuid	method_uuid	path
0387aebe-97dc-4b19-b945-1a79aaaba869	assembly	82dcbae2-5434-41d2-ac11-6f973fd5f14a	9f79a2df-de91-4983-a5d3-a4962d84ec38	/data/pam/applications/vr-pipelines/prokaryotes/Haemophilus/influenzae/TRACKING/6310/HINTVAC9413923/SLX/25850903/36774_2#164/36774_2#164/velvet_assembly/contigs.fa
a9cdbe28-0253-4203-a549-9778c4d50b4b	qc	02dbe05f-30b2-4af9-9e97-584b40fe2834	dbfce6ab-43e3-4448-8e90-9d2b1b9fe891	/data/pam/applications/vr-pipelines/prokaryotes/Haemophilus/influenzae/TRACKING/6310/HINTVAC9414493/SLX/25730762/36774_1#337/36774_1#337/kraken.report
a9cdbe28-0253-4203-a549-9778c4d50b4b	qc	06c84dd9-f7f4-4a3f-bd81-f615ddc0ae03	dbfce6ab-43e3-4448-8e90-9d2b1b9fe891	/data/pam/applications/vr-pipelines/prokaryotes/Haemophilus/influenzae/TRACKING/6310/HINTVAC9413934/SLX/25851004/36774_2#198/36774_2#198/kraken.report
0387aebe-97dc-4b19-b945-1a79aaaba869	assembly	9fe4bb62-3ec3-429e-b507-2259797feae6	9f79a2df-de91-4983-a5d3-a4962d84ec38	/data/pam/applications/vr-pipelines/prokaryotes/Haemophilus/influenzae/TRACKING/6310/HINTVAC9416705/SLX/25839648/36983_2#91/36983_2#91/velvet_assembly/contigs.fa
0387aebe-97dc-4b19-b945-1a79aaaba869	assembly	4bc6c58d-8822-47b0-8aa4-8a35ef1a426d	9f79a2df-de91-4983-a5d3-a4962d84ec38	/data/pam/applications/vr-pipelines/prokaryotes/Haemophilus/influenzae/TRACKING/6310/HINTVAC9416563/SLX/25839709/36983_2#301/36983_2#301/velvet_assembly/contigs.fa
e1d1f7aa-3887-474a-8787-bf2b036a6610	annotation	9feb6199-8952-4b87-8d60-08f323d4a3a1	7120eb66-8038-44f3-b251-d23e80ac3539	/data/pam/applications/vr-pipelines/prokaryotes/Haemophilus/influenzae/TRACKING/6310/HINTVAC9413775/SLX/25850744/36774_2#1/36774_2#1/velvet_assembly/annotation/36774_2#1.gff
a9cdbe28-0253-4203-a549-9778c4d50b4b	qc	9fd92957-ee02-4576-aa61-a30bc1865429	dbfce6ab-43e3-4448-8e90-9d2b1b9fe891	/data/pam/applications/vr-pipelines/prokaryotes/Haemophilus/influenzae/TRACKING/6310/HINTVAC9416517/SLX/25839459/36983_2#131/36983_2#131/kraken.report
e1d1f7aa-3887-474a-8787-bf2b036a6610	annotation	a6a6081e-27fb-4e64-b5a7-190eb7700cb5	7120eb66-8038-44f3-b251-d23e80ac3539	/data/pam/applications/vr-pipelines/prokaryotes/Haemophilus/influenzae/TRACKING/6310/HINTVAC9413328/SLX/25858074/36773_2#9/36773_2#9/velvet_assembly/annotation/36773_2#9.gff
0387aebe-97dc-4b19-b945-1a79aaaba869	assembly	ccef9dd3-11d4-4507-b7f2-049a55abd795	9f79a2df-de91-4983-a5d3-a4962d84ec38	/data/pam/applications/vr-pipelines/prokaryotes/Haemophilus/influenzae/TRACKING/6310/HINTVAC9416698/SLX/25839742/36983_2#63/36983_2#63/velvet_assembly/contigs.fa
0387aebe-97dc-4b19-b945-1a79aaaba869	assembly	6f0e0858-2f57-4d7c-b4b6-b4f352e5940b	9f79a2df-de91-4983-a5d3-a4962d84ec38	/data/pam/applications/vr-pipelines/prokaryotes/Haemophilus/influenzae/TRACKING/6310/HINTVAC9414581/SLX/25731068/36774_1#254/36774_1#254/velvet_assembly/contigs.fa
e1d1f7aa-3887-474a-8787-bf2b036a6610	annotation	7b22b093-be23-4637-8495-ad6f36474e33	7120eb66-8038-44f3-b251-d23e80ac3539	/data/pam/applications/vr-pipelines/prokaryotes/Haemophilus/influenzae/TRACKING/6310/HINTVAC9414481/SLX/25731046/36774_1#285/36774_1#285/velvet_assembly/annotation/36774_1#285.gff
e1d1f7aa-3887-474a-8787-bf2b036a6610	annotation	c1eb066b-2f0a-46f2-8c55-a7f44353484c	7120eb66-8038-44f3-b251-d23e80ac3539	/data/pam/applications/vr-pipelines/prokaryotes/Haemophilus/influenzae/TRACKING/6310/HINTVAC9414809/SLX/25940960/36812_1#364/36812_1#364/velvet_assembly/annotation/36812_1#364.gff
0387aebe-97dc-4b19-b945-1a79aaaba869	assembly	f755acfc-1b6b-4e92-b7da-87339bf98b3d	9f79a2df-de91-4983-a5d3-a4962d84ec38	/data/pam/applications/vr-pipelines/prokaryotes/Haemophilus/influenzae/TRACKING/6310/HINTVAC9417390/SLX/25838731/37017_2#37/37017_2#37/velvet_assembly/contigs.fa
e1d1f7aa-3887-474a-8787-bf2b036a6610	annotation	b1b03eb1-9e0e-48ab-a78d-1ee1e2503a8e	7120eb66-8038-44f3-b251-d23e80ac3539	/data/pam/applications/vr-pipelines/prokaryotes/Haemophilus/influenzae/TRACKING/6310/HINTVAC9417630/SLX/25838680/37017_2#370/37017_2#370/velvet_assembly/annotation/37017_2#370.gff
