Sample,Isolate,Cohort,Country,Region,Year,Description,Species
SEANFDS10662756,PCV-C-0460-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662764,PCV-C-0460-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662194,PCV-C-0461-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661333,PCV-C-0461-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661104,PCV-C-0462-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661112,PCV-C-0462-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661400,PCV-C-0464-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661408,PCV-C-0464-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661416,PCV-C-0464-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661562,PCV-C-0467-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661475,PCV-C-0467-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662285,PCV-C-0469-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662293,PCV-C-0469-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662301,PCV-C-0469-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662269,PCV-C-0470-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662277,PCV-C-0470-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662083,PCV-C-0471-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662091,PCV-C-0471-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661871,PCV-C-0472-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661879,PCV-C-0472-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661974,PCV-C-0473-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661982,PCV-C-0473-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662642,PCV-C-0478-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662650,PCV-C-0478-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662068,PCV-C-0479-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662076,PCV-C-0479-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662084,PCV-C-0479-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662046,PCV-C-0482-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662054,PCV-C-0482-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662062,PCV-C-0482-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662497,PCV-C-0485-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662505,PCV-C-0485-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662132,PCV-C-0493-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662140,PCV-C-0493-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662563,PCV-C-0494-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662571,PCV-C-0494-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662260,PCV-C-0495-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662268,PCV-C-0495-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662843,PCV-C-0495-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662787,PCV-C-0496-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662795,PCV-C-0496-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661507,PCV-C-0501-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661515,PCV-C-0501-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662559,PCV-C-0502-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662567,PCV-C-0502-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661535,PCV-C-0503-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661543,PCV-C-0503-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661391,PCV-C-0504-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661277,PCV-C-0504-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662769,PCV-C-0506-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662777,PCV-C-0506-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661630,PCV-C-0508-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661638,PCV-C-0508-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661646,PCV-C-0508-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662101,PCV-C-0512-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662109,PCV-C-0512-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662117,PCV-C-0512-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662574,PCV-C-0513-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662582,PCV-C-0513-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661628,PCV-C-0514-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661636,PCV-C-0514-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662850,PCV-C-0515-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662858,PCV-C-0515-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661528,PCV-C-0516-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661536,PCV-C-0516-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662803,PCV-C-0517-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662811,PCV-C-0517-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661424,PCV-C-0519-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661432,PCV-C-0519-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661440,PCV-C-0519-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661434,PCV-C-0520-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661442,PCV-C-0520-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661886,PCV-C-0521-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661894,PCV-C-0521-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661241,PCV-C-0522-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661249,PCV-C-0522-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662547,PCV-C-0525-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662555,PCV-C-0525-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662640,PCV-C-0527-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662648,PCV-C-0527-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662771,PCV-C-0529-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662779,PCV-C-0529-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661468,PCV-C-0530-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661469,PCV-C-0530-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661557,PCV-C-0531-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661470,PCV-C-0531-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661478,PCV-C-0531-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661514,PCV-C-0533-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661522,PCV-C-0533-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661530,PCV-C-0533-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661085,PCV-C-0534-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661093,PCV-C-0534-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661101,PCV-C-0534-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662590,PCV-C-0539-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662598,PCV-C-0539-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662866,PCV-C-0542-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662874,PCV-C-0542-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662077,PCV-C-0544-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662085,PCV-C-0544-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662093,PCV-C-0544-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661766,PCV-C-0548-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661774,PCV-C-0548-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662359,PCV-C-0549-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662367,PCV-C-0549-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661402,PCV-C-0552-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661410,PCV-C-0552-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662658,PCV-C-0555-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662666,PCV-C-0555-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661751,PCV-C-0557-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661664,PCV-C-0557-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662705,PCV-C-0559-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662713,PCV-C-0559-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661498,PCV-C-0560-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661301,PCV-C-0560-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662436,PCV-C-0565-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662444,PCV-C-0565-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661409,PCV-C-0566-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661417,PCV-C-0566-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661632,PCV-C-0570-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661640,PCV-C-0570-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662350,PCV-C-0571-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662358,PCV-C-0571-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662366,PCV-C-0571-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661221,PCV-C-0572-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661229,PCV-C-0572-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662136,PCV-C-0573-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662049,PCV-C-0573-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661840,PCV-C-0574-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661848,PCV-C-0574-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661210,PCV-C-0575-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661218,PCV-C-0575-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662786,PCV-C-0576-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662794,PCV-C-0576-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661519,PCV-C-0577-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661293,PCV-C-0577-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662176,PCV-C-0578-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662184,PCV-C-0578-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661374,PCV-C-0583-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661382,PCV-C-0583-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661390,PCV-C-0583-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662403,PCV-C-0588-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662411,PCV-C-0588-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662419,PCV-C-0588-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661486,PCV-C-0589-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661494,PCV-C-0589-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661285,PCV-C-0589-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662158,PCV-C-0591-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662166,PCV-C-0591-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662527,PCV-C-0592-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662535,PCV-C-0592-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662589,PCV-C-0593-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662597,PCV-C-0593-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661827,PCV-C-0596-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661835,PCV-C-0596-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661858,PCV-C-0598-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661866,PCV-C-0598-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661874,PCV-C-0598-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662455,PCV-C-0599-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662463,PCV-C-0599-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662471,PCV-C-0599-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661287,PCV-C-0600-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661295,PCV-C-0600-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661235,PCV-C-0601-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661243,PCV-C-0601-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662296,PCV-C-0606-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662304,PCV-C-0606-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662453,PCV-C-0610-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662891,PCV-C-0610-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662503,PCV-C-0611-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662511,PCV-C-0611-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662519,PCV-C-0611-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
