import_uuid	name	sample_accession_number	sample_common_name	sample_donor_id	sample_id	sample_supplier_name	sample_uuid	sequencescape_sample_id
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660675	ERS14271040	unidentified	SEANFDS10660675	8297450	09B13478_Mixed	dafc9bb5-db5e-59f3-941a-fc1aaa64b421	SEANFDS10660675
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660146	ERS14270590	unidentified	SEANFDS10660146	8297000	09B00305_Mixed	aed456d8-ba82-54ac-86fe-9719f872de66	SEANFDS10660146
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662314	ERS12036355	Moraxella catarrhalis	SEANFDS10662314	8298946	PCV-C-0288-2	131321a0-0636-5940-a0b8-0937990199ed	SEANFDS10662314
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661622	ERS12035975	Moraxella catarrhalis	SEANFDS10661622	8298286	PCV-C-0151-2	d68e064e-441f-5afe-82d4-5d357e4dabce	SEANFDS10661622
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662432	ERS14271830	unidentified	SEANFDS10662432	8299052	PCV-C-1642-1	0c3e6e95-e94d-590c-8a3a-942e688d9b91	SEANFDS10662432
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662015	ERS12036190	Moraxella catarrhalis	SEANFDS10662015	8298660	PCV-C-1733-3	43f0c10f-32ef-5c6f-bc23-4feca2c0006b	SEANFDS10662015
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661323	ERS12035820	Moraxella catarrhalis	SEANFDS10661323	8297993	PCV-C-0433-2	3a17fae7-7d39-57a6-920d-4d25eab006b1	SEANFDS10661323
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660012	ERS14270497	unidentified	SEANFDS10660012	8296881	08B06807_Mixed	62dae1d1-0523-5465-99d0-106b13bc40b8	SEANFDS10660012
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660131	ERS14270577	unidentified	SEANFDS10660131	8296987	09B00387_Mixed	eb30eb02-003b-5a84-9e22-53f766b28fa5	SEANFDS10660131
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170967	ERS17064713	Haemophilus influenzae	SEANFDS13170967	9456647	HINF3016UHS	af5b3de8-ce51-5cbb-b9ba-bac310e8ddfe	SEANFDS13170967
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662047	ERS12036208	Moraxella catarrhalis	SEANFDS10662047	8298692	PCV-C-0229-3	afb3d16c-25b4-59b9-b4aa-004fe6b3d60f	SEANFDS10662047
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662786	ERS14271931	unidentified	SEANFDS10662786	8299387	PCV-C-0576-1	13cb303e-0de9-5cad-a83a-d3f00c9c5e9a	SEANFDS10662786
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13171289	ERS17065028	Haemophilus influenzae	SEANFDS13171289	9456966	HINF14271SOL	6604a35c-1266-5b0a-a2ba-37700dc4eb9e	SEANFDS13171289
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661481	ERS14271370	unidentified	SEANFDS10661481	8298148	PCV-C-1051-1	022e86d0-3e26-5369-88d7-da08cd9ec8c5	SEANFDS10661481
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660662	ERS14271032	unidentified	SEANFDS10660662	8297442	09B10946_Mixed	021b0041-def9-5cb3-b1f8-153163997e74	SEANFDS10660662
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661362	ERS12035835	Moraxella catarrhalis	SEANFDS10661362	8298032	PCV-C-0007-3	e37c4b88-ffd2-5f1a-a2a8-458072bdeb06	SEANFDS10661362
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662477	ERS12036417	Haemophilus influenzae	SEANFDS10662477	8299089	PCV-C-0161-2	e070a208-58fe-5ba0-bb64-f1ce4d3786d9	SEANFDS10662477
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660311	ERS14270776	unidentified	SEANFDS10660311	8297145	09B01595_Mixed	2ff9f996-74ff-578e-a143-5e36623b4796	SEANFDS10660311
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170735	ERS14747768	Moraxella catarrhalis	SEANFDS13170735	8642882	MCAT3263UHS	a085bd7b-d149-5d66-9912-9c249bb218ba	SEANFDS13170735
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661072	ERS12035677	Moraxella catarrhalis	SEANFDS10661072	8297751	10B00626_Mcat	cd699793-27ac-54e4-bd43-8efd69161cc4	SEANFDS10661072
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662062	ERS12036217	Moraxella catarrhalis	SEANFDS10662062	8298707	PCV-C-0482-3	fa2d67a6-1f90-5944-8c42-fbccd19f99bb	SEANFDS10662062
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662167	ERS12036260	Haemophilus influenzae	SEANFDS10662167	8298811	PCV-C-0939-2	28db3285-59ef-5677-b88b-f4a19240f058	SEANFDS10662167
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170798	ERS14747830	Moraxella catarrhalis	SEANFDS13170798	8642945	MCAT4210UHS	36a05926-7879-5819-a994-16ec37cc0347	SEANFDS13170798
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661369	ERS14271324	unidentified	SEANFDS10661369	8298039	PCV-C-0700-1	eef02031-7ed4-5e27-a375-fe508a3312b0	SEANFDS10661369
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662306	ERS14271715	unidentified	SEANFDS10662306	8298938	PCV-C-0288-1	48133bf7-6f22-5ac2-9a1c-43df8f57ae03	SEANFDS10662306
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661021	ERS12035644	Moraxella catarrhalis	SEANFDS10661021	8297716	09B02357_Mcat	40a29ef8-86a4-5080-b9fc-52e12db3e015	SEANFDS10661021
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661290	ERS14271258	unidentified	SEANFDS10661290	8297960	PCV-C-1718-1	24e4ff63-cd49-5a35-9bb8-f5f823023275	SEANFDS10661290
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661031	ERS12035655	Moraxella catarrhalis	SEANFDS10661031	8297725	09B10981_Mcat	129f9c67-ae8e-5943-8e20-ecc330f2fa0e	SEANFDS10661031
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662871	ERS12036624	Haemophilus influenzae	SEANFDS10662871	8299466	PCV-C-1399-2	9264ad27-9bb2-5224-99de-a69e61a4f2e9	SEANFDS10662871
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170819	ERS14747852	Moraxella catarrhalis	SEANFDS13170819	8642966	MCAT4292UHS	9add04e0-538b-54ee-bb5a-cf524f297c96	SEANFDS13170819
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS12926689	ERS12119072	Moraxella catarrhalis	SEANFDS12926689	8304291	PCV-C-1019-3	3788c383-431a-5205-8b76-cf9cd391f3fb	SEANFDS12926689
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661575	ERS14271411	unidentified	SEANFDS10661575	8298239	PCV-C-1248-1	b3dba318-8a0f-54e3-9ce3-e69aaa87dced	SEANFDS10661575
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170792	ERS14747833	Moraxella catarrhalis	SEANFDS13170792	8642939	MCAT4168UHS	81a9290e-b2d9-584b-8e3c-de9f83a861bb	SEANFDS13170792
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10659878	ERS14270323	unidentified	SEANFDS10659878	8296761	08B02092_Mixed	a2e5d664-baf0-51db-86bf-374095325534	SEANFDS10659878
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170841	ERS14747874	Moraxella catarrhalis	SEANFDS13170841	8642988	MCAT4344UHS	220c7f41-f214-5ac6-8ef4-6525714cadfe	SEANFDS13170841
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170508	ERS14308151	Moraxella catarrhalis	SEANFDS13170508	8542712	MCAT13433SOL	8c28bd3f-a686-5cd5-abed-3d864bccfd6e	SEANFDS13170508
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10659984	ERS14270470	unidentified	SEANFDS10659984	8296854	08B05950_Mixed	4b8e237b-10be-5fd8-95f2-1358f310c569	SEANFDS10659984
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13171156	ERS17064946	Haemophilus influenzae	SEANFDS13171156	9456835	HINF13042SOL	2b7906c4-4214-5c98-a91e-ad84d3ea9f76	SEANFDS13171156
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170929	ERS14747960	Moraxella catarrhalis	SEANFDS13170929	8643076	MCAT5287UHS	3f9656a0-7b90-51bc-a7a5-170e7c015652	SEANFDS13170929
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170727	ERS14747760	Moraxella catarrhalis	SEANFDS13170727	8642874	MCAT3232UHS	67eca995-1cc9-549b-a5a7-5d06294adf57	SEANFDS13170727
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661802	ERS12036074	Haemophilus influenzae	SEANFDS10661802	8298461	PCV-C-0794-2	e720412e-7a1c-5e86-9e45-fb7d1b79cfe1	SEANFDS10661802
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10659966	ERS14270399	unidentified	SEANFDS10659966	8296837	08B05540_Mixed	88de06d7-5fed-50ae-816a-6a653ed31eb9	SEANFDS10659966
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662510	ERS14271762	unidentified	SEANFDS10662510	8299117	PCV-C-0402-1	9b47179d-d47b-5d03-8ae8-a7397b4fbc0e	SEANFDS10662510
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662897	ERS14271976	unidentified	SEANFDS10662897	8299489	PCV-C-0451-1	9b8cd310-bab5-5367-9e4c-9636f3d048ee	SEANFDS10662897
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13171152	ERS17064942	Haemophilus influenzae	SEANFDS13171152	9456831	HINF13021SOL	e8f5eae3-dba4-5324-a306-961451cecaf4	SEANFDS13171152
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661807	ERS14271562	unidentified	SEANFDS10661807	8298464	PCV-C-1061-1	4497fc78-fc34-5f6e-8ad2-d4af8b3208d1	SEANFDS10661807
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662105	ERS12036241	Moraxella catarrhalis	SEANFDS10662105	8298750	PCV-C-0996-2	ff60521d-5fca-52a4-a51d-2b663a9e4ef3	SEANFDS10662105
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661443	ERS12035879	Haemophilus influenzae	SEANFDS10661443	8298112	PCV-C-1523-2	1d0c525c-94a7-5669-831b-d8a19fa3f108	SEANFDS10661443
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660035	ERS14270519	unidentified	SEANFDS10660035	8296903	08B08548_Mixed	ad93f7e1-77f4-5317-852b-49cbb6b4cb77	SEANFDS10660035
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662024	ERS12036193	Haemophilus influenzae	SEANFDS10662024	8298669	PCV-C-1358-2	43c11cd1-31ac-5174-8844-d8d0f01398aa	SEANFDS10662024
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661016	ERS12035640	Moraxella catarrhalis	SEANFDS10661016	8297713	09B11915_Mcat	da862939-fe09-5778-862b-a36ecfb9c869	SEANFDS10661016
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662081	ERS12036227	Haemophilus influenzae	SEANFDS10662081	8298726	PCV-C-1540-2	d41d14e3-78d0-588e-8eb7-b93999663fbd	SEANFDS10662081
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662316	ERS12036350	Haemophilus influenzae	SEANFDS10662316	8298948	PCV-C-0832-2	7331abc3-f2fd-5bb4-a736-a7d7c41b66a6	SEANFDS10662316
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661139	ERS12035706	Moraxella catarrhalis	SEANFDS10661139	8297811	PCV-C-0979-3	bf1f1f48-0f65-53be-9288-f2b34b428647	SEANFDS10661139
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662043	ERS12036204	Haemophilus influenzae	SEANFDS10662043	8298688	PCV-C-0707-2	eb54f0d9-780c-5f1e-8ed5-4bec5d0c0b3e	SEANFDS10662043
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660108	ERS14270557	unidentified	SEANFDS10660108	8296967	08B09349_Mixed	e57e49af-3a4a-52ef-b904-2a1839686cbb	SEANFDS10660108
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS12926757	ERS12119049	Moraxella catarrhalis	SEANFDS12926757	8304341	PCV-C-0504-2	5e985919-378a-5467-9cbc-113637e36122	SEANFDS12926757
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662124	ERS12036311	Moraxella catarrhalis	SEANFDS10662124	8298769	PCV-C-0716-2	4cf3639f-9511-5a52-8e7c-949e74ad31d3	SEANFDS10662124
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662269	ERS14271700	unidentified	SEANFDS10662269	8298906	PCV-C-0470-1	3a4a1c88-bc08-5167-b2d3-0facb3aab931	SEANFDS10662269
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661761	ERS14271543	unidentified	SEANFDS10661761	8298424	PCV-C-1743-1	57ae0397-fe8c-5db4-b41d-279cb18136c4	SEANFDS10661761
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661291	ERS14271259	unidentified	SEANFDS10661291	8297961	PCV-C-0696-1	988803a2-638b-5c3f-826d-f213ad24e265	SEANFDS10661291
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660089	ERS14270444	unidentified	SEANFDS10660089	8296949	08B08170_Mixed	560912bb-1199-52bb-8c11-4ab3692c6e99	SEANFDS10660089
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661312	ERS12035813	Moraxella catarrhalis	SEANFDS10661312	8297982	PCV-C-0325-2	b0154d98-6ebd-512f-b450-ec31f0673ae2	SEANFDS10661312
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661548	ERS12035936	Haemophilus influenzae	SEANFDS10661548	8298212	PCV-C-0742-2	2cf02fb4-c39c-56ad-9e8c-1b2a439bef17	SEANFDS10661548
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662564	ERS14271791	unidentified	SEANFDS10662564	8299167	PCV-C-1633-1	2512cd29-5c8b-53c8-88bf-26cab94e4648	SEANFDS10662564
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662298	ERS12036343	Moraxella catarrhalis	SEANFDS10662298	8298932	PCV-C-0757-2	6ec65dfa-1b27-5141-893d-952a983a5a6f	SEANFDS10662298
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13171133	ERS17064875	Haemophilus influenzae	SEANFDS13171133	9456812	HINF5227UHS	6dd5f371-6cce-5944-b680-4d42014dba56	SEANFDS13171133
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170603	ERS14308281	Moraxella catarrhalis	SEANFDS13170603	8542807	MCAT14349SOL	efa0d0dd-32b8-54c2-9c8e-a073aadf1e48	SEANFDS13170603
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661343	ERS12035755	Moraxella catarrhalis	SEANFDS10661343	8298013	PCV-C-0778-3	80a3211b-9960-5259-acda-8ed8fbc1b1ac	SEANFDS10661343
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13171174	ERS17064962	Haemophilus influenzae	SEANFDS13171174	9456852	HINF13124SOL	49a9f964-52f0-5560-b6ea-60a9405b1984	SEANFDS13171174
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661414	ERS14271343	unidentified	SEANFDS10661414	8298083	PCV-C-1606-1	74ad2889-ed45-5917-be23-6d858ab53bc3	SEANFDS10661414
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661152	ERS12035712	Haemophilus influenzae	SEANFDS10661152	8297824	PCV-C-0704-2	27aa3a35-1c00-5459-8d31-70a5af1521d0	SEANFDS10661152
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661345	ERS12035757	Haemophilus influenzae	SEANFDS10661345	8298015	PCV-C-1712-2	59c7a6c6-9c4c-5836-977b-7de0dd58a2e0	SEANFDS10661345
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170540	ERS14308218	Moraxella catarrhalis	SEANFDS13170540	8542744	MCAT14133SOL	84b865ea-5493-547b-ba03-85ff746860af	SEANFDS13170540
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660598	ERS14271010	unidentified	SEANFDS10660598	8297399	09B08863_Mixed	70905648-6842-51ee-a0a5-f2da4afab51e	SEANFDS10660598
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662635	ERS12036506	Haemophilus influenzae	SEANFDS10662635	8299237	PCV-C-1453-2	8a099971-2f31-5d98-bf11-27b1afd9d7c8	SEANFDS10662635
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660277	ERS14270747	unidentified	SEANFDS10660277	8297117	09B01107_Mixed	85e8afed-35ee-5de0-99d8-27dd3523958a	SEANFDS10660277
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660763	ERS14271096	unidentified	SEANFDS10660763	8297506	10B04071_Mixed	8c9a05b6-9dba-5a9f-8dc4-b2418b990f92	SEANFDS10660763
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662434	ERS12036397	Haemophilus influenzae	SEANFDS10662434	8299053	PCV-C-0997-2	e151c504-e088-57b1-8ca5-fb330e7106f4	SEANFDS10662434
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660521	ERS14270945	unidentified	SEANFDS10660521	8297333	09B09237_Mixed	3c2460f0-dc09-5f6f-8266-aecde13e092e	SEANFDS10660521
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661834	ERS14271489	unidentified	SEANFDS10661834	8298486	PCV-C-0168-1	76fae65d-7719-5820-a47c-a1349bbac398	SEANFDS10661834
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662731	ERS12036540	Haemophilus influenzae	SEANFDS10662731	8299332	PCV-C-1561-2	12f4e167-cd27-5668-8f2f-62da9acbf172	SEANFDS10662731
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660458	ERS14270868	unidentified	SEANFDS10660458	8297278	09B07802_Mixed	6aa94a0e-9045-5972-94b0-a4a7e473f909	SEANFDS10660458
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS12926717	ERS12119092	Moraxella catarrhalis	SEANFDS12926717	8304311	09B12134	fdc9b906-aca6-5e8e-92e2-f6cdabd45009	SEANFDS12926717
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170538	ERS14308216	Moraxella catarrhalis	SEANFDS13170538	8542742	MCAT14123SOL	0d51a773-f5c1-56d7-adab-6930e7760dfb	SEANFDS13170538
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13171138	ERS17064880	Haemophilus influenzae	SEANFDS13171138	9456817	HINF5237UHS	95eaf008-4df2-5916-83cf-20a7f74afbe2	SEANFDS13171138
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660839	ERS14271151	unidentified	SEANFDS10660839	8297562	10B05999_Mixed	1c8d560d-309f-5aff-a468-e3836c216cbc	SEANFDS10660839
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661422	ERS12035866	Haemophilus influenzae	SEANFDS10661422	8298091	PCV-C-1606-2	f6f1dd93-390b-5df5-a45b-9dd63bf094da	SEANFDS10661422
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662540	ERS12036460	Haemophilus influenzae	SEANFDS10662540	8299143	PCV-C-1737-2	5edf3bb0-69c1-5be3-a822-26191e7e0591	SEANFDS10662540
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660635	ERS14270917	unidentified	SEANFDS10660635	8297421	09B13241_Mixed	a4ebcfed-1c2b-5ad3-a407-c13f27e20e02	SEANFDS10660635
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662104	ERS14271632	unidentified	SEANFDS10662104	8298749	PCV-C-1706-1	d5e7a8d1-5e1c-5baf-b98b-6b322643071f	SEANFDS10662104
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662720	ERS14271897	unidentified	SEANFDS10662720	8299321	PCV-C-0731-1	8283ecbd-9f44-50a1-bab8-880eb76d1fa5	SEANFDS10662720
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660370	ERS14270705	unidentified	SEANFDS10660370	8297200	09B05291_Mixed	b3100f27-fce1-52fe-a2cc-3f67b3504cb3	SEANFDS10660370
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660546	ERS14270966	unidentified	SEANFDS10660546	8297355	09B09546_Mixed	91df1280-fa05-5d80-ba3c-1d7c7216b8aa	SEANFDS10660546
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662254	ERS12036321	Haemophilus influenzae	SEANFDS10662254	8298892	PCV-C-1563-2	101fc7f3-0c17-5cff-bc7c-d504700bfcd5	SEANFDS10662254
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170611	ERS14308289	Moraxella catarrhalis	SEANFDS13170611	8542815	MCAT14367SOL	88c83789-fe12-536d-8d3b-364190548945	SEANFDS13170611
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170566	ERS14308245	Moraxella catarrhalis	SEANFDS13170566	8542770	MCAT14217SOL	e38525ba-10d2-5864-91a1-13b4d8806175	SEANFDS13170566
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660367	ERS14270700	unidentified	SEANFDS10660367	8297197	09B04120_Mixed	a83f9e8d-3ce5-54c2-87f3-51d5970e7e9d	SEANFDS10660367
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661960	ERS12036149	Haemophilus influenzae	SEANFDS10661960	8298605	PCV-C-1018-2	e93a1cce-0cdb-5b6b-ac22-061762eb494a	SEANFDS10661960
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662583	ERS12036478	Haemophilus influenzae	SEANFDS10662583	8299185	PCV-C-1582-2	6d7db1d0-79a4-59b0-a6d3-cdf407c97742	SEANFDS10662583
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661499	ERS12035911	Moraxella catarrhalis	SEANFDS10661499	8298166	PCV-C-0998-3	8678c71e-b1f8-5149-af86-1fa168b97a74	SEANFDS10661499
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170620	ERS14308301	Moraxella catarrhalis	SEANFDS13170620	8542824	MCAT14391SOL	a62a8475-dfbd-556d-9576-6aceb488f94e	SEANFDS13170620
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661580	ERS12035955	Haemophilus influenzae	SEANFDS10661580	8298244	PCV-C-1374-2	9aa9574b-5ac4-590d-9e8a-209eb514fc54	SEANFDS10661580
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660098	ERS14270453	unidentified	SEANFDS10660098	8296957	08B08443_Mixed	31e1c9a2-55dc-5c18-a43e-9b1f57a8a416	SEANFDS10660098
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661773	ERS14271547	unidentified	SEANFDS10661773	8298436	PCV-C-0231-1	3398334f-ebaf-51d3-8c77-3220c7b4163e	SEANFDS10661773
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10659876	ERS14270320	unidentified	SEANFDS10659876	8296759	08B05195_Mixed	95796654-1374-5be5-8895-25b7931e259b	SEANFDS10659876
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660963	ERS12035606	Moraxella catarrhalis	SEANFDS10660963	8297676	08B07148_Mcat	86c076dc-e5ed-5133-95d2-7e5f45373b30	SEANFDS10660963
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660552	ERS14270971	unidentified	SEANFDS10660552	8297360	09B09161_Mixed	946b2d7c-4dd8-5b66-a4ff-5779c02ae99a	SEANFDS10660552
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662676	ERS14271879	unidentified	SEANFDS10662676	8299277	PCV-C-0185-1	1f4003af-0888-577b-9731-0f0c1ec06910	SEANFDS10662676
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13171004	ERS17064747	Haemophilus influenzae	SEANFDS13171004	9456684	HINF3224UHS	fce73325-5724-5c3c-8654-5abec7c3e2d8	SEANFDS13171004
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660464	ERS14270872	unidentified	SEANFDS10660464	8297283	09B07189_Mixed	057a44bf-7c41-574c-9d0a-9f27a0764a98	SEANFDS10660464
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661952	ERS14271534	unidentified	SEANFDS10661952	8298597	PCV-C-1018-1	cc071645-6087-5dfd-9de4-dfee44c7f4df	SEANFDS10661952
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13171214	ERS17064908	Haemophilus influenzae	SEANFDS13171214	9456892	HINF13312SOL	a4db6949-63d0-5982-a79c-1b8e47eef8c3	SEANFDS13171214
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13171234	ERS17064928	Haemophilus influenzae	SEANFDS13171234	9456912	HINF13395SOL	05655cb6-5d92-5cb4-8284-47d303b9ff5d	SEANFDS13171234
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662406	ERS12036453	Moraxella catarrhalis	SEANFDS10662406	8299029	PCV-C-0729-2	3b073871-e3d1-56af-a235-1ab550f2af79	SEANFDS10662406
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661547	ERS12035937	Moraxella catarrhalis	SEANFDS10661547	8298211	PCV-C-1357-2	53726bad-5301-56c6-b928-46cad6a62ebd	SEANFDS10661547
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660428	ERS14270841	unidentified	SEANFDS10660428	8297252	09B08254_Mixed	c6b3026e-5289-5b2c-b4c9-c068ec6eab70	SEANFDS10660428
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660886	ERS14271196	unidentified	SEANFDS10660886	8297606	10B05885_Mixed	1df0a1b2-6ace-5d1a-bb2a-462d54d19c2a	SEANFDS10660886
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13170904	ERS14747938	Moraxella catarrhalis	SEANFDS13170904	8643051	MCAT5209UHS	5b5e1011-5b4a-5498-8958-c8587a26a02f	SEANFDS13170904
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662111	ERS12036304	Moraxella catarrhalis	SEANFDS10662111	8298756	PCV-C-0156-2	a5745cff-4727-50c4-8ffe-a0a63b87febe	SEANFDS10662111
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13171049	ERS17064792	Haemophilus influenzae	SEANFDS13171049	9456729	HINF4171UHS	8aa74442-e5b1-5ff1-a466-a6be14428558	SEANFDS13171049
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS13171104	ERS17064846	Haemophilus influenzae	SEANFDS13171104	9456783	HINF5111UHS	79b82500-9248-576c-9c1b-3c77ad12098a	SEANFDS13171104
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660387	ERS14270807	unidentified	SEANFDS10660387	8297217	09B05522_Mixed	836ea6bb-3457-5608-8a00-a8b8412014a9	SEANFDS10660387
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10660944	ERS12035583	Moraxella catarrhalis	SEANFDS10660944	8297657	08B06323_Mcat	9276161a-83e1-57e6-8dc4-9f90b85005b6	SEANFDS10660944
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10662061	ERS12036215	Haemophilus influenzae	SEANFDS10662061	8298706	PCV-C-0421-2	d2b45c62-6d6b-5d5e-b18b-c3df12f759e6	SEANFDS10662061
b6257c09-a822-5a67-be21-ca815594f546	SEANFDS10661361	ERS12035834	Haemophilus influenzae	SEANFDS10661361	8298031	PCV-C-0169-2	c817efe0-be51-50e5-92ad-d6af419bddb6	SEANFDS10661361
