46358_2#34	Cambodia	2019	Haemophilus influenzae
46321_2#353	Cambodia	2019	Haemophilus influenzae
46358_2#125	Cambodia	2019	Haemophilus influenzae
48373_1#230	United Kingdom	2011	Haemophilus influenzae
46321_2#100	Cambodia	2019	Haemophilus influenzae
46358_2#124	Cambodia	2019	Haemophilus influenzae
46358_2#251	Cambodia	2019	Haemophilus influenzae
48373_1#367	United Kingdom	2020	Haemophilus influenzae
48373_1#250	United Kingdom	2020	Haemophilus influenzae
46321_1#160	Cambodia	2019	Haemophilus influenzae
46321_2#242	Cambodia	2019	Haemophilus influenzae
46321_1#272	Thailand	2009	Haemophilus influenzae
48373_1#354	United Kingdom	2010	Haemophilus influenzae
48373_1#232	United Kingdom	2011	Haemophilus influenzae
46321_2#251	Cambodia	2019	Haemophilus influenzae
46358_2#158	Cambodia	2019	Haemophilus influenzae
46321_1#150	Cambodia	2019	Haemophilus influenzae
48373_1#190	United Kingdom	2020	Haemophilus influenzae
48373_1#52	United Kingdom	2020	Haemophilus influenzae
46358_2#138	Cambodia	2019	Haemophilus influenzae
48373_1#310	United Kingdom	2020	Haemophilus influenzae
46358_2#337	Cambodia	2019	Haemophilus influenzae
46358_2#295	Cambodia	2019	Haemophilus influenzae
48373_1#276	United Kingdom	2020	Haemophilus influenzae
46358_2#198	Cambodia	2019	Haemophilus influenzae
46358_2#20	Cambodia	2019	Haemophilus influenzae
46358_2#22	Cambodia	2019	Haemophilus influenzae
46358_2#92	Cambodia	2019	Haemophilus influenzae
46321_1#158	Cambodia	2019	Haemophilus influenzae
46358_2#302	Cambodia	2019	Haemophilus influenzae
48373_1#226	United Kingdom	2011	Haemophilus influenzae
46358_2#43	Cambodia	2019	Haemophilus influenzae
46472_2#32	Cambodia	2019	Haemophilus influenzae
46321_2#262	Cambodia	2019	Haemophilus influenzae
48373_1#270	United Kingdom	2011	Haemophilus influenzae
48373_1#236	United Kingdom	2011	Haemophilus influenzae
46472_2#187	Thailand	2008	Haemophilus influenzae
46358_2#99	Cambodia	2019	Haemophilus influenzae
48373_1#119	United Kingdom	2019	Haemophilus influenzae
48373_1#88	United Kingdom	2020	Haemophilus influenzae
48373_1#278	United Kingdom	2020	Haemophilus influenzae
46321_1#85	Thailand	2009	Haemophilus influenzae
48373_1#218	United Kingdom	2020	Haemophilus influenzae
46358_2#326	Cambodia	2019	Haemophilus influenzae
46472_2#320	Cambodia	2019	Haemophilus influenzae
46358_2#139	Cambodia	2019	Haemophilus influenzae
48373_1#207	United Kingdom	2009	Haemophilus influenzae
46358_2#7	Cambodia	2019	Haemophilus influenzae
48373_1#277	United Kingdom	2019	Haemophilus influenzae
46321_1#375	Cambodia	2019	Haemophilus influenzae
48373_1#7	United Kingdom	2009	Haemophilus influenzae
48373_1#283	United Kingdom	2019	Haemophilus influenzae
48373_1#76	United Kingdom	2010	Haemophilus influenzae
46358_2#87	Cambodia	2019	Haemophilus influenzae
46358_2#290	Cambodia	2019	Haemophilus influenzae
46321_1#61	Thailand	2009	Haemophilus influenzae
48373_1#94	United Kingdom	2020	Haemophilus influenzae
48373_1#314	United Kingdom	2020	Haemophilus influenzae
48373_1#90	United Kingdom	2020	Haemophilus influenzae
48373_1#99	United Kingdom	2009	Haemophilus influenzae
48373_1#23	United Kingdom	2019	Haemophilus influenzae
48373_1#60	United Kingdom	2020	Haemophilus influenzae
46321_2#172	Cambodia	2019	Haemophilus influenzae
48373_1#134	United Kingdom	2011	Haemophilus influenzae
46321_2#321	Cambodia	2019	Haemophilus influenzae
46358_2#6	Cambodia	2019	Haemophilus influenzae
46358_2#134	Cambodia	2019	Haemophilus influenzae
46321_1#270	Thailand	2008	Haemophilus influenzae
46321_2#286	Cambodia	2019	Haemophilus influenzae
48373_1#303	United Kingdom	2010	Haemophilus influenzae
48373_1#118	United Kingdom	2020	Haemophilus influenzae
46358_2#157	Cambodia	2019	Haemophilus influenzae
48373_1#100	United Kingdom	2011	Haemophilus influenzae
48373_1#197	United Kingdom	2009	Haemophilus influenzae
